196399.city,SPRIGVILLE,SPRINGVILLE
144895.marriedexemp,v0,0
73529.areacode,3c16,316
82253.state,CD,DC
6956.areacode,880,808
95463.childexemp,a0,0
55625.state,C,DC
84134.city,ELITER,LEITER
47329.haschild,***,Y
64529.maritalstatus,***,S
106515.state,eWI,WI
124177.areacode,04,304
41498.state,xAL,AL
165657.haschild,,Y
161332.singleexemp,,0
120854.singleexemp,475,2475
143075.lname,Savartia,Savaria
189211.city,RCOLA,ARCOLA
187270.zip,24073,24037
76058.state,TwN,TN
186052.fname,Xiangijng,Xianging
108819.maritalstatus,,M
153784.marriedexemp,,0
36069.phone,8c20-7679,820-7679
106863.city,SCItOTA,SCIOTA
114009.areacode,460,406
56485.state,S,KS
41566.marriedexemp,,0
144310.lname,Mavronicolays,Mavronicolas
1869.lname,Lauk,Lauck
116587.gender,,M
10023.phone,8092087,809-2087
165318.state,AgZ,AZ
43634.marriedexemp,,0
159429.maritalstatus,***,S
139194.city,RTOY,TROY
71457.singleexemp,,0
32300.marriedexemp,,0
187025.zip,4462,48462
174642.state,NnJ,NJ
43060.marriedexemp,,0
52791.haschild,uN,N
167840.gender,,F
189096.gender,,M
105571.state,C,DC
19918.marriedexemp,***,0
130395.areacode,9u13,913
80503.city,ASINT MARIES,SAINT MARIES
168587.gender,yF,F
74775.phone,785i-1490,785-1490
134255.marriedexemp,4000***,4000
51424.city,CLARKS PxOINT,CLARKS POINT
188047.fname,udong,Xudong
158531.state,bDC,DC
111126.singleexemp,***,0
188059.state,L,AL
181797.state,KA,AK
41113.lname,loia,Aloia
140973.areacode,380,308
132146.lname,Kerstettter,Kerstetter
75256.zip,5l9247,59247
198683.lname,Rademakervs,Rademakers
73166.childexemp,n0,0
146019.city,OTK,TOK
45770.rate,50.,5.0
22245.childexemp,3w000,3000
29434.state,C,DC
77628.rate,6.u5,6.5
79331.city,AROKC,AROCK
110907.city,ANOGON,ANGOON
189344.rate,7.111011,7.111101
47403.marriedexemp,p0,0
130357.childexemp,***,0
56857.singleexemp,x0,0
137665.state,AfL,AL
153656.rate,.684,6.84
29316.marriedexemp,,0
156154.marriedexemp,***,0
89053.singleexemp,,0
54037.singleexemp,,0
117377.singleexemp,***,0
82546.lname,Sreenna,Sreenan
170937.gender,,F
133214.gender,aF,F
57022.areacode,01,801
92529.gender,dM,M
96097.fname,Lalgdui,Lalgudi
107333.state,CD,DC
176418.state,R,AR
3623.gender,qF,F
59148.areacode,243,234
40307.maritalstatus,,S
113282.childexemp,,0
147319.phone,44-7963,744-7963
24568.maritalstatus,***,S
5681.gender,gF,F
142369.state,L,AL
126034.city,ARETSIA,ARTESIA
146215.state,qAR,AR
17216.singleexemp,***,0
82212.maritalstatus,lS,S
12110.salary,750h00,75000
177395.marriedexemp,***,0
36821.singleexemp,s0,0
134631.singleexemp,3300***,3300
3177.phone,33-4295,336-4295
15625.state,DS,SD
190120.state,T,VT
189428.lname,Apeplfeller,Appelfeller
179882.childexemp,28h50,2850
132414.phone,04-3128,804-3128
94034.state,CS,SC
80500.state,IuA,IA
177767.marriedexemp,s0,0
73140.state,MtN,MN
174563.city,LVEELOCK,LEVELOCK
76410.city,kANETA,ANETA
161922.city,HEREFODR,HEREFORD
3684.gender,mF,F
121150.singleexemp,,0
66761.zip,m67361,67361
61668.phone,558-1918,585-1918
98409.singleexemp,***,0
31549.haschild,***,Y
21544.phone,28-6805,288-6805
77497.maritalstatus,lS,S
97301.childexemp,***,0
123275.singleexemp,i0,0
5243.gender,dF,F
39229.lname,aBckhouse,Backhouse
6609.singleexemp,z0,0
49251.marriedexemp,s0,0
74959.phone,14-6261,614-6261
115384.rate,.53,5.3
128929.salary,70000***,70000
163421.lname,Gauycq,Gauyacq
180531.maritalstatus,,M
52834.state,C,DC
104931.phone,80-9196,820-9196
110846.singleexemp,10p00,1000
28079.haschild,oY,Y
123329.areacode,2k51,251
147339.maritalstatus,***,S
71371.city,ASNON,ANSON
98165.singleexemp,m0,0
65434.salary,150a00,15000
96819.fname,Ltatha,Latha
174494.marriedexemp,,0
4340.gender,,F
196098.maritalstatus,,S
72027.state,J,NJ
20671.childexemp,10,110
73237.marriedexemp,,0
123385.singleexemp,,0
68494.marriedexemp,,0
25594.singleexemp,,0
43375.zip,57776,57767
161884.salary,90500,95000
81179.state,CD,DC
88749.fname,Keisuyke,Keisuke
59531.city,ATNRIM,ANTRIM
132184.lname,Huchaprd,Huchard
111409.phone,8871063,887-1063
145827.childexemp,33w00,3300
131377.city,LA RCESCENT,LA CRESCENT
17970.state,dAL,AL
89124.salary,5000,45000
72218.salary,9000,90000
3494.gender,,F
103668.marriedexemp,r206,206
143461.childexemp,1c000,1000
185443.childexemp,t0,0
173958.city,ANON,ANSON
23721.fname,Carqlisle,Carlisle
120608.rate,6.339211***,6.339211
37949.haschild,***,Y
101828.areacode,6u23,623
197080.marriedexemp,480a0,4800
80219.fname,Joanxne,Joanne
197424.areacode,270,207
52438.rate,.00,0.0
155908.fname,Shvii,Shivi
146326.zip,96182,96812
116350.gender,,F
93015.state,SiC,SC
169786.rate,.07,3.07
14644.state,NzJ,NJ
26370.maritalstatus,dS,S
151499.city,ANNISvTON,ANNISTON
40913.marriedexemp,r0,0
148442.childexemp,***,0
13235.marriedexemp,l0,0
6704.gender,,F
118232.marriedexemp,240,2740
143900.maritalstatus,,M
119036.state,C,DC
62725.singleexemp,q0,0
91147.fname,Kimio,Kimiko
18523.salary,20000***,20000
50970.state,DvC,DC
91724.rate,.9,3.9
91388.fname,inson,Kinson
195073.childexemp,,0
179431.salary,5000,65000
3483.gender,,F
122552.city,ARROiW ROCK,ARROW ROCK
97341.salary,8500q0,85000
87191.singleexemp,j0,0
119656.phone,325-564,325-5364
12578.childexemp,,0
52128.singleexemp,m0,0
113074.singleexemp,***,0
93029.marriedexemp,,0
86235.lname,Stuurman***,Stuurman
128968.marriedexemp,400,4200
117754.rate,69,6.9
52655.city,CLAAIS,CALAIS
135020.salary,100000***,100000
197563.singleexemp,***,0
161053.salary,57000,75000
33066.marriedexemp,h0,0
195914.singleexemp,,0
101614.city,ANCORAGE,ANCHORAGE
73142.state,CN,NC
142141.gender,cF,F
19643.childexemp,,0
4514.singleexemp,***,0
17329.haschild,***,N
49007.fname,Frnky,Franky
153075.fname,wShao,Shao
145066.marriedexemp,***,0
107500.maritalstatus,,M
116900.childexemp,***,0
40584.city,SHAEGLUK,SHAGELUK
147812.zip,q29835,29835
1897.gender,fF,F
46321.lname,Vkas,Vikas
191363.rate,287,2.87
122045.lname,DmuCasse,DuCasse
2611.gender,***,F
70372.state,CD,DC
190610.zip,2851,2815
199095.marriedexemp,v0,0
51132.singleexemp,g0,0
121624.state,WdA,WA
153196.marriedexemp,b0,0
148142.city,NASON,ANSON
193749.singleexemp,,0
155809.city,NCHORAGE,ANCHORAGE
11318.zip,5t7437,57437
46872.gender,oM,M
89644.marriedexemp,n0,0
85294.lname,uBzzard,Buzzard
160077.phone,7888-735,788-8735
68381.singleexemp,z0,0
74837.marriedexemp,***,0
122671.state,aAL,AL
20670.state,KO,OK
1339.gender,,F
182512.city,SHIPROK,SHIPROCK
145511.city,ANCHORAEG,ANCHORAGE
82122.areacode,u717,717
58954.salary,90000***,90000
91468.maritalstatus,eS,S
188452.phone,171-4474,171-4447
52244.areacode,2b70,270
127573.lname,Kmabhampati,Kambhampati
152948.state,eAL,AL
172324.rate,00.,0.0
142749.haschild,***,Y
164638.city,ANNISTNO,ANNISTON
7406.lname,oy,Coy
132899.singleexemp,,0
103571.state,oWV,WV
158004.state,DaC,DC
850.gender,,F
173908.areacode,707,770
76668.childexemp,,0
104049.haschild,,Y
103698.areacode,2i15,215
183279.areacode,06,406
78112.state,CD,DC
192968.state,R,AR
185366.singleexemp,,0
199930.childexemp,r0,0
144699.haschild,,N
180269.marriedexemp,h0,0
104611.maritalstatus,wS,S
171763.marriedexemp,,0
154792.marriedexemp,v1800,1800
116214.phone,53-1200,153-1200
107206.salary,95000***,95000
7043.gender,,F
132684.maritalstatus,***,S
110994.haschild,,Y
194588.salary,3p0000,30000
81897.state,VW,WV
159059.marriedexemp,w0,0
121391.state,NiJ,NJ
134003.haschild,fY,Y
62751.singleexemp,,0
57440.areacode,70b2,702
125073.lname,McrCossin,McCrossin
145864.marriedexemp,,0
71471.city,vHINES,HINES
5744.city,GARRETTPARK,GARRETT PARK
3694.gender,hF,F
28189.state,sAL,AL
100643.fname,oan,Loan
149333.areacode,7q75,775
66829.singleexemp,,0
36529.zip,o68341,68341
177400.childexemp,e0,0
26234.childexemp,d0,0
77558.state,C,DC
32622.salary,0000,40000
195676.state,pAL,AL
5086.gender,mF,F
146204.childexemp,s0,0
108285.rate,6l.9,6.9
42484.state,KO,OK
124348.lname,Srviastava,Srivastava
59462.singleexemp,200,2000
6585.gender,***,F
179463.state,L,AL
89572.zip,7654,76554
165483.salary,65m000,65000
174339.singleexemp,***,0
55288.rate,a6.5,6.5
121916.marriedexemp,,0
100184.zip,0879,20879
23797.salary,10000***,10000
93805.maritalstatus,sM,M
60151.gender,iF,F
82448.maritalstatus,,S
46916.phone,720-6024,270-6024
15119.zip,49316,43916
126271.city,APACHE JUNCTIOlN,APACHE JUNCTION
50499.maritalstatus,,S
122429.phone,110-z7810,110-7810
40941.childexemp,***,0
77833.zip,609,6069
132086.singleexemp,***,0
140931.salary,00000,100000
43280.city,OTaTO,OTTO
187545.lname,Litpay,Liptay
40273.haschild,***,Y
17642.zip,s26705,26705
77133.singleexemp,***,0
199041.fname,Ziian,Zijian
110854.marriedexemp,***,0
146814.fname,Sashin,Sahin
71537.rate,.0,9.0
46097.maritalstatus,***,M
143633.phone,3j80-5717,380-5717
140336.marriedexemp,,0
20589.singleexemp,***,0
116175.state,AzL,AL
8026.haschild,fY,Y
5548.gender,mF,F
83976.marriedexemp,***,0
185319.singleexemp,,0
139853.singleexemp,l0,0
174453.marriedexemp,20p00,2000
77686.rate,3.0127428,3.0217428
47486.rate,c5.3,5.3
162907.fname,Suhasish,Subhasish
30732.areacode,07,907
25752.state,CD,DC
151261.rate,4.24545p5,4.245455
1382.gender,mF,F
140672.phone,465-3411,645-3411
182121.salary,4q5000,45000
76279.childexemp,,0
162866.childexemp,f0,0
98229.marriedexemp,d0,0
120414.state,L,AL
13336.maritalstatus,iS,S
129643.rate,.50,5.0
27962.state,N,IN
78269.state,KO,OK
163065.state,AaL,AL
123095.lname,Hochgeasng,Hochgesang
55024.state,JN,NJ
174555.salary,0000,50000
104121.state,IW,WI
179455.city,ARLIGNTON,ARLINGTON
30859.rate,1.70787x37,1.7078737
148908.salary,75000***,75000
88697.rate,1.541871q8,1.5418718
111856.childexemp,u0,0
134642.gender,dF,F
148856.marriedexemp,***,0
177807.haschild,,Y
11068.phone,61w2-2579,612-2579
60353.singleexemp,***,0
52807.haschild,***,N
195568.childexemp,,0
26356.state,L,AL
71236.marriedexemp,,0
2913.gender,,F
114552.marriedexemp,,0
159320.state,KA,AK
70196.gender,wM,M
191735.zip,73917,37917
145245.state,xDC,DC
61361.childexemp,02,20
132488.gender,,M
98547.areacode,c262,262
34451.phone,415-4515,415-4551
29064.city,SHIREY,SHIRLEY
117393.state,N,TN
106097.city,TIvNTAH,TINTAH
1795.singleexemp,10y3,103
178858.state,RA,AR
136912.marriedexemp,,0
102336.fname,Ludwk,Ludwik
8882.city,FRT WORTH,FORT WORTH
115796.state,C,DC
185442.fname,Wonjnu,Wonjun
13617.state,RA,AR
112858.singleexemp,,0
142553.city,AMBROES,AMBROSE
129441.rate,5y.3,5.3
140774.childexemp,1m200,1200
159903.salary,5000v0,50000
89376.gender,zM,M
150934.state,WhV,WV
82280.salary,5s000,5000
98626.lname,McuNichols,McNichols
37863.haschild,,N
110153.lname,Inakovlev,Iakovlev
173381.singleexemp,,0
197033.childexemp,z0,0
60486.city,ANNISdTON,ANNISTON
190387.fname,uYehuda,Yehuda
63130.maritalstatus,xS,S
174299.fname,Trebr,Trebor
5134.state,CD,DC
18200.areacode,05,505
177329.city,ASHLANdD,ASHLAND
3288.gender,nF,F
32065.city,SUMMERVILEL,SUMMERVILLE
7387.gender,cF,F
160152.maritalstatus,cS,S
41544.phone,238-904,238-4904
122515.marriedexemp,,0
38040.state,CD,DC
81588.maritalstatus,jM,M
117629.haschild,eY,Y
111506.marriedexemp,z0,0
185990.state,AnL,AL
79065.city,ELLMAN,WELLMAN
39347.city,DEEP RIVRE,DEEP RIVER
115454.state,L,AL
24203.phone,96w5-4295,965-4295
155948.singleexemp,,0
6815.gender,,F
126835.phone,173-8k834,173-8834
26769.gender,,M
151365.zip,28664***,28664
11268.city,OZEMAN,BOZEMAN
57559.phone,8a36-7219,836-7219
62927.rate,00,0.0
54018.state,LA,AL
83914.lname,Kamkra,Kamkar
78789.gender,,M
12368.city,MILLSTONE TOWNSHIP***,MILLSTONE TOWNSHIP
101003.lname,Hagglsund,Hagglund
163631.rate,0v.0,0.0
7341.gender,,F
84259.state,DhC,DC
89451.gender,,F
42084.haschild,***,Y
107978.singleexemp,***,0
168005.marriedexemp,***,0
43957.zip,2208,21208
151198.zip,9989,99789
199281.city,ALwTA VISTA,ALTA VISTA
70751.city,WAHINGTON,WASHINGTON
48364.marriedexemp,y318,318
3533.childexemp,330v0,3300
64488.city,ANEqTA,ANETA
100456.state,gDC,DC
36378.marriedexemp,***,0
102657.rate,3.900421e4,3.9004214
101721.state,DmC,DC
45102.state,CD,DC
147176.childexemp,,0
66395.haschild,,Y
162084.marriedexemp,2450j0,24500
179933.state,EN,NE
64234.childexemp,,0
36589.childexemp,1500***,1500
170334.zip,95203,95023
150406.childexemp,e0,0
194215.zip,238s36,23836
188362.gender,,F
53535.gender,***,M
67830.singleexemp,***,0
24111.zip,79702,77902
100404.state,kAL,AL
47710.rate,865488,8.65488
108800.marriedexemp,s4200,4200
171784.salary,90r000,90000
146520.city,ARLY,ARLEY
95133.fname,Kwangkun,Kwangkeun
72759.gender,qM,M
112972.salary,01000,10000
46915.areacode,748,478
135836.phone,9y44-5661,944-5661
117123.marriedexemp,e0,0
56588.state,DI,ID
98439.lname,Khaldi,Khalid
43123.childexemp,,0
150226.city,ARECBO,ARECIBO
45954.lname,Hanatdani,Hanatani
174257.gender,tF,F
169286.marriedexemp,***,0
176765.city,ANGEA,ANGELA
35543.singleexemp,***,0
2049.marriedexemp,***,0
192338.rate,4.6d3,4.63
130540.zip,8d0908,80908
45164.phone,25-9668,825-9668
6439.gender,,F
121595.childexemp,d0,0
15979.haschild,,Y
32295.areacode,43l5,435
155716.haschild,,N
115090.state,L,AL
126144.zip,8911,89141
102799.maritalstatus,***,M
19009.lname,Anashtasakis,Anastasakis
173976.gender,pF,F
170740.singleexemp,t0,0
122272.singleexemp,***,0
141590.lname,Petresohn,Petersohn
105573.maritalstatus,lM,M
53895.marriedexemp,600,6600
107228.phone,958-3263,958-2363
92810.state,LA,AL
143109.marriedexemp,p0,0
72508.state,CD,DC
189799.salary,8000,80000
192250.city,ALIPNE,ALPINE
118217.fname,Mouia,Mounia
51665.singleexemp,***,0
107422.fname,Mareitte,Mariette
159372.phone,2g08-9847,208-9847
115854.childexemp,w0,0
195526.singleexemp,280,2850
76407.areacode,072,702
100304.haschild,,N
148756.singleexemp,,0
62641.childexemp,1000***,1000
10857.maritalstatus,***,M
189707.state,HO,OH
57020.city,kSTERLING HEIGHTS,STERLING HEIGHTS
54234.lname,Delgjrange,Delgrange
178603.gender,iM,M
84693.marriedexemp,***,0
96602.areacode,p207,207
14011.marriedexemp,22p0,220
9965.rate,6.54,6.45
164122.childexemp,t0,0
144085.marriedexemp,200,4200
20784.marriedexemp,***,0
197492.city,SAN MARwCOS,SAN MARCOS
58237.state,dDC,DC
159896.singleexemp,***,0
178677.gender,***,M
46054.phone,213-3100***,213-3100
19430.marriedexemp,4590,4950
1940.state,X,TX
106302.maritalstatus,***,M
47962.maritalstatus,***,M
13106.rate,00,0.0
57726.fname,uGna,Guna
88964.city,WAVEmRLY,WAVERLY
50960.phone,735g-7407,735-7407
178590.state,LA,AL
15708.gender,oM,M
118592.singleexemp,,0
155871.haschild,,N
99761.lname,Bemerl,Bemmerl
42447.maritalstatus,yM,M
116801.lname,Ochmizu,Ochimizu
84132.childexemp,***,0
131600.areacode,01,701
166564.areacode,07,907
155124.zip,50554***,50554
195090.phone,346-809,346-8509
75678.zip,58468,58486
188195.rate,00.,0.0
159828.marriedexemp,v0,0
97145.areacode,910,901
187213.city,SAHUELOT,ASHUELOT
7330.gender,,F
83675.marriedexemp,***,0
132560.childexemp,1t000,1000
70760.state,LA,AL
166220.childexemp,e0,0
61044.salary,y25000,25000
114921.lname,dSanghavi,Sanghavi
21592.fname,vBrad,Brad
135203.childexemp,***,0
99618.phone,17-06431,170-6431
73735.state,CD,DC
142397.salary,5000,85000
89907.state,CD,DC
125301.phone,340-957,340-9557
139051.lname,Kalorkyoti,Kalorkoti
138694.marriedexemp,***,0
7248.city,ASHWOjOD,ASHWOOD
44415.singleexemp,p0,0
34010.state,Y,NY
3831.gender,fF,F
113500.maritalstatus,,S
134383.city,AlNDES,ANDES
57219.phone,545-9554,455-9554
72505.gender,***,F
151803.state,LA,AL
131901.state,CD,DC
46434.rate,64.5,6.45
181978.state,AlL,AL
4565.city,GaOWRIE,GOWRIE
93884.phone,508-2476,508-2746
56431.salary,15g000,15000
120624.maritalstatus,,S
62113.city,WSETLAKE,WESTLAKE
198418.lname,Berrebxi,Berrebi
191990.maritalstatus,***,S
86488.childexemp,***,0
28304.marriedexemp,***,0
186330.fname,iXaobo,Xiaobo
33.rate,7.3u05944,7.305944
30383.fname,Conrcepcion,Concepcion
24191.state,R,AR
36477.zip,54065,50465
122476.gender,,M
150230.singleexemp,***,0
186518.childexemp,19c00,1900
66909.phone,31-2590,531-2590
62021.fname,Harey,Harvey
79182.marriedexemp,,0
72686.rate,50.,5.0
166744.haschild,wY,Y
73339.fname,Jacksn,Jackson
175667.rate,0.d0,0.0
19448.lname,Nok,Noik
2253.maritalstatus,vS,S
170154.gender,zM,M
56146.marriedexemp,e0,0
121931.state,LA,AL
50068.marriedexemp,1200,12000
162176.state,RA,AR
158966.state,LA,AL
36067.childexemp,,0
64986.haschild,***,Y
154143.state,LA,AL
11616.state,CD,DC
25910.phone,6n78-2367,678-2367
14274.maritalstatus,***,M
187928.rate,2.661669,2.6616669
18708.singleexemp,450s0,4500
105506.state,T,CT
182769.lname,wLettang,Lettang
167564.fname,Tauyu,Takuyu
40112.childexemp,r0,0
86979.fname,Knatsumi,Katsumi
199474.singleexemp,330q0,3300
61830.city,WSET DANVILLE,WEST DANVILLE
70810.state,L,AL
12202.zip,p57783,57783
63622.childexemp,l0,0
63905.marriedexemp,***,0
2200.salary,1v0000,10000
47820.city,AsNITA,ANITA
13092.haschild,lY,Y
162817.childexemp,,0
31351.areacode,757,775
162866.phone,20-2493,210-2493
18795.state,tID,ID
186642.childexemp,,0
33974.marriedexemp,***,0
103513.fname,adeleine,Madeleine
185067.salary,2000,20000
187137.singleexemp,***,0
73377.marriedexemp,300,3800
187696.phone,5985-274,598-5274
51509.singleexemp,***,0
16038.rate,34,3.4
1585.city,NORTH BoRANFORD,NORTH BRANFORD
44518.phone,780-3696,870-3696
23233.rate,3.h9,3.9
2274.gender,,F
125011.city,ALIP,ALSIP
3001.haschild,***,Y
2495.marriedexemp,***,0
166518.zip,22505,25205
151504.salary,95000***,95000
22880.childexemp,u0,0
160783.zip,1w8833,18833
198997.salary,x5000,5000
124257.city,NASSUA,NASSAU
85241.rate,5t.75,5.75
11209.lname,Hikici,Hikichi
44464.maritalstatus,jM,M
162003.fname,Sten,Steen
134506.state,MtE,ME
37375.childexemp,***,0
20037.fname,Bbjarne,Bjarne
139637.haschild,***,N
94694.phone,895-6857,895-8657
729.gender,,F
145564.phone,651-3254,561-3254
178758.fname,Venturca,Ventura
53127.state,MbT,MT
6428.gender,,F
165554.lname,eBnhamou,Benhamou
195687.city,ARO,ARCO
173844.areacode,a302,302
151773.city,OVERzLAND PARK,OVERLAND PARK
119549.city,AYSI,HAYSI
104324.city,AMHEnRSTDALE,AMHERSTDALE
106750.marriedexemp,***,0
39053.childexemp,230u0,2300
48604.lname,Loddeer,Lodder
73122.childexemp,***,0
95909.lname,Ropelweski,Ropelewski
94648.haschild,,N
7281.gender,qF,F
165558.marriedexemp,k206,206
78338.areacode,71,571
191762.singleexemp,***,0
35214.childexemp,1c10,110
79687.city,JAKSON,JACKSON
51002.childexemp,,0
49790.haschild,***,Y
86333.state,lNJ,NJ
45598.state,J,NJ
62151.marriedexemp,o0,0
125418.salary,05000,50000
62676.childexemp,***,0
5549.gender,bF,F
136986.haschild,,N
105.singleexemp,q20,20
23454.state,dMO,MO
34575.salary,7000,70000
91513.maritalstatus,,M
83615.state,CD,DC
158661.singleexemp,***,0
15810.haschild,cN,N
104484.areacode,h720,720
33368.gender,zF,F
112417.singleexemp,,0
23779.lname,Coulard,Coullard
53096.childexemp,***,0
159724.rate,4.611111***,4.611111
120576.salary,5000,45000
115661.state,kAL,AL
48345.marriedexemp,***,0
3296.gender,,F
186480.maritalstatus,,S
46533.rate,3.g0,3.0
152603.rate,.3,5.3
181119.state,LA,AL
189700.childexemp,,0
97868.fname,Leopna,Leona
193792.city,RMOUR,ARMOUR
25151.singleexemp,3300***,3300
109585.salary,5000,75000
170142.phone,929-340,929-3340
30766.areacode,057,507
147151.childexemp,19,159
47249.singleexemp,e0,0
96849.phone,644-2697,644-2679
21234.state,R,AR
20571.rate,30.7,3.07
140212.childexemp,***,0
175536.areacode,25,205
117434.maritalstatus,***,S
27825.zip,597n10,59710
124195.singleexemp,***,0
175253.rate,.60,6.0
4845.gender,***,F
97384.city,APLETON,APPLETON
2053.state,C,DC
128935.lname,Teerrel,Terrel
126260.phone,4969868,496-9868
146110.gender,***,F
6306.phone,558-7e627,558-7627
143936.marriedexemp,,0
38384.phone,65-7032,665-7032
66954.state,eDC,DC
152943.childexemp,z0,0
42906.haschild,bN,N
48389.state,C,DC
125239.rate,78.,7.8
9245.zip,30181,31081
197066.marriedexemp,,0
2990.state,CD,DC
3851.gender,***,F
101054.marriedexemp,,0
8467.rate,.70,7.0
178617.city,DUgRHAM,DURHAM
62975.singleexemp,o0,0
72524.phone,520-2g161,520-2161
123812.childexemp,***,0
46053.rate,.9232907,5.9232907
10887.marriedexemp,,0
197550.state,L,AL
97895.salary,100000***,100000
76316.singleexemp,n0,0
71597.marriedexemp,i0,0
50890.state,LA,AL
91693.singleexemp,***,0
196091.marriedexemp,z0,0
88532.state,T,VT
105307.phone,242-7925,242-9725
113878.gender,,F
68328.city,AMHERT,AMHERST
52520.lname,Canulqette,Canulette
158369.childexemp,***,0
105732.state,LA,AL
116202.gender,,M
115126.haschild,dY,Y
10538.haschild,,Y
166132.singleexemp,,0
75915.maritalstatus,***,S
75595.city,SOLGnOHACHIA,SOLGOHACHIA
162052.city,CAMISAL,CHAMISAL
62359.childexemp,h3300,3300
150465.maritalstatus,aM,M
122481.phone,45-36309,453-6309
15178.zip,870r68,87068
86230.fname,Krlheinz,Karlheinz
62924.marriedexemp,200,2000
85054.state,pMN,MN
122401.marriedexemp,***,0
160843.haschild,***,Y
139871.rate,.9,6.9
79678.zip,0915,40915
7837.gender,,F
183760.city,JONHS ISLAND,JOHNS ISLAND
45737.haschild,***,N
107188.areacode,02,702
199282.gender,jM,M
40332.city,CAPE hGIRARDEAU,CAPE GIRARDEAU
128685.singleexemp,101,110
39299.childexemp,,0
194107.state,HN,NH
125267.state,NmM,NM
4822.gender,***,F
152419.state,KnS,KS
196767.phone,276-774,276-7724
7578.gender,***,F
16854.state,NrE,NE
62059.fname,Hawrood,Harwood
95841.singleexemp,59,159
79546.childexemp,04,40
79275.maritalstatus,oS,S
17611.city,ANGULILA,ANGUILLA
46880.phone,4141530,414-1530
139971.salary,v35000,35000
3384.singleexemp,***,0
87740.rate,53.,5.3
179146.salary,1500,15000
88689.singleexemp,n0,0
30904.zip,4064,84064
38893.fname,Dura,Durga
129672.childexemp,***,0
