28291.city,BiOW,BOW
10759.rate,.13758974,1.3758974
44699.singleexemp,,0
24448.haschild,***,Y
41780.maritalstatus,,S
34369.childexemp,3300***,3300
28805.state,RA,AR
31968.state,AW,WA
32460.state,R,AR
6892.childexemp,y0,0
18419.rate,.0,6.0
8755.phone,611-1274,611-1247
21826.city,BOWDNO,BOWDON
27251.city,RAPEVIEW,GRAPEVIEW
10435.fname,hSamim,Shamim
41824.childexemp,***,0
27656.salary,80000***,80000
17347.haschild,***,Y
23534.maritalstatus,,M
3072.maritalstatus,jS,S
151.salary,2500g0,25000
10762.state,LI,IL
27436.state,wAK,AK
3805.lname,Ppopp,Popp
35755.city,BACK EAGLE,BLACK EAGLE
33487.gender,,F
25712.childexemp,***,0
4215.haschild,rY,Y
19847.singleexemp,***,0
32168.state,KA,AK
847.fname,Berin,Berni
22124.lname,oWlpe,Wolpe
23108.gender,,F
8761.haschild,,N
23928.marriedexemp,42j00,4200
35729.phone,390m-6300,390-6300
31149.singleexemp,u0,0
45233.state,lDC,DC
37275.childexemp,r0,0
38004.singleexemp,a0,0
42386.marriedexemp,24l500,24500
13511.childexemp,***,0
9061.state,DaC,DC
42039.singleexemp,***,0
22402.lname,uBi,Bui
18779.phone,9837-042,983-7042
23885.gender,nF,F
44651.childexemp,r0,0
40232.gender,***,F
32838.state,CwT,CT
318.zip,8i8568,88568
45831.lname,Gorunberger,Grunberger
4447.lname,Hilgefotr,Hilgefort
20619.areacode,340,304
20360.gender,***,F
15038.zip,59568,55968
5337.marriedexemp,740,2740
47850.childexemp,,0
28937.city,LAREL,LAUREL
35467.lname,Lamxparter,Lamparter
22554.maritalstatus,yS,S
10823.fname,Prithiwsh,Prithwish
5257.haschild,***,N
18016.phone,76-1388,876-1388
42954.phone,91b8-3168,918-3168
28038.rate,.0,7.0
39622.city,BATHATE,BATHGATE
3947.state,CD,DC
29549.state,CD,DC
2095.zip,5354,57354
37340.city,BmLANCO,BLANCO
1577.maritalstatus,xS,S
38834.salary,50000***,50000
42656.singleexemp,***,0
2144.salary,1000,10000
8931.zip,8d7007,87007
48893.areacode,x414,414
14121.marriedexemp,24050,24500
5962.marriedexemp,2s740,2740
31585.rate,0.h0,0.0
48059.marriedexemp,x0,0
38849.maritalstatus,***,M
41873.singleexemp,,0
43249.state,AyR,AR
11649.childexemp,x0,0
12492.haschild,xY,Y
18787.phone,551-154,551-1514
31199.haschild,sY,Y
27673.marriedexemp,240,2740
47724.lname,Goodburn***,Goodburn
15693.lname,Szygenrda,Szygenda
24917.city,OGLVA,GOLVA
26644.haschild,***,Y
49174.maritalstatus,***,M
6636.haschild,***,N
23835.childexemp,,0
47600.singleexemp,,0
1300.areacode,24,224
6365.gender,,F
13412.marriedexemp,000,3000
10299.singleexemp,,0
1682.gender,***,F
17483.singleexemp,,0
32573.gender,,F
20288.city,BINFOxRD,BINFORD
13275.marriedexemp,208l0,2080
26951.marriedexemp,f6600,6600
30391.city,GREENWICH***,GREENWICH
20456.marriedexemp,24500***,24500
39644.city,BARTNO,BARTON
13705.haschild,***,Y
34001.childexemp,***,0
40163.gender,***,F
26415.fname,Cneline,Celine
11004.city,BETEL,BETHEL
45676.rate,.50,5.0
30418.singleexemp,***,0
46509.gender,,F
16262.haschild,***,Y
32770.maritalstatus,qS,S
3692.gender,,F
36857.childexemp,***,0
2002.singleexemp,,0
43923.marriedexemp,4500,24500
43603.state,C,DC
48366.rate,.0,1.0
40337.marriedexemp,200,4200
24718.lname,ionysiou,Dionysiou
17399.childexemp,j0,0
13905.singleexemp,330,3300
11566.state,ApK,AK
41970.zip,5002,59002
23017.city,iBLUE EARTH,BLUE EARTH
37350.city,BlISBEE,BISBEE
36002.singleexemp,d0,0
13510.childexemp,***,0
31305.childexemp,i0,0
43658.salary,03000,30000
12341.city,NEW BELIN,NEW BERLIN
37517.marriedexemp,200,2000
14330.marriedexemp,950,4950
48501.city,EWES,LEWES
40234.childexemp,,0
1846.areacode,410,401
2886.areacode,m303,303
43262.state,A,IA
41310.marriedexemp,,0
21824.gender,yF,F
19007.singleexemp,,0
18939.maritalstatus,***,M
19082.zip,d49550,49550
30007.state,L,AL
27276.haschild,tN,N
44510.singleexemp,o0,0
46721.marriedexemp,600,2600
4063.maritalstatus,,M
13248.gender,hM,M
22910.gender,***,F
25476.areacode,62,662
18551.marriedexemp,6600***,6600
32509.state,LA,AL
10878.gender,***,F
24915.rate,0k.0,0.0
39516.gender,***,F
47126.fname,iLba,Liba
47211.city,BERWrICK,BERWICK
43656.maritalstatus,***,S
32665.gender,iF,F
16819.singleexemp,***,0
13858.state,C,DC
20559.city,DULUTbH,DULUTH
25611.phone,5q96-2106,596-2106
14903.state,C,DC
39676.singleexemp,v0,0
30187.city,NORTH SPINGFIELD,NORTH SPRINGFIELD
19998.singleexemp,,0
47357.childexemp,l0,0
1633.city,WAYLpAND,WAYLAND
23322.maritalstatus,,S
14607.city,HARsPER,HARPER
40392.lname,Rembwoski,Rembowski
44708.zip,0859,50859
19671.gender,,F
16034.marriedexemp,740,2740
8302.marriedexemp,***,0
19189.marriedexemp,22f0,220
34399.state,AkL,AL
29698.zip,2182,21802
11264.childexemp,***,0
48519.singleexemp,700,2700
35618.childexemp,***,0
42203.marriedexemp,***,0
17314.maritalstatus,***,S
13036.marriedexemp,,0
26714.areacode,32,732
30750.fname,Halgdun,Haldun
40776.areacode,50,540
41902.singleexemp,,0
44059.rate,00.,0.0
26610.haschild,***,Y
9592.marriedexemp,2p4500,24500
27553.state,CD,DC
22141.maritalstatus,,M
47349.singleexemp,***,0
15081.haschild,fY,Y
41117.rate,60.,6.0
45907.areacode,95,985
15807.state,WxI,WI
35725.rate,.0,3.0
40468.lname,anachowski,Banachowski
18668.areacode,15,715
28019.childexemp,***,0
14597.singleexemp,,0
36419.fname,uSrnjani,Surnjani
14541.fname,Rajaiv,Rajiv
6661.state,C,DC
6396.maritalstatus,,M
36644.haschild,cN,N
14492.marriedexemp,t5700,5700
39209.city,WILMNGTON,WILMINGTON
11249.childexemp,24v75,2475
26458.city,MwELLETTE,MELLETTE
35926.state,RA,AR
4787.phone,7864980,786-4980
21161.rate,2.277f3614,2.2773614
7450.state,CD,DC
19834.maritalstatus,bS,S
28644.zip,20402,20420
44460.childexemp,,0
38490.maritalstatus,fS,S
32151.marriedexemp,202,220
30294.state,C,DC
35971.fname,Welnke,Wenke
41756.state,DN,ND
18111.maritalstatus,***,M
21596.zip,73172,73127
39141.marriedexemp,000,9000
501.marriedexemp,3080,3800
35176.marriedexemp,202,220
17925.state,L,AL
36352.childexemp,2a475,2475
45502.state,KO,OK
48149.state,M,NM
29966.fname,Grery,Gerry
47754.rate,.575,5.75
21656.phone,62a5-5002,625-5002
35476.gender,,F
23281.childexemp,,0
49520.salary,800p00,80000
45277.gender,sF,F
49280.lname,Deuzt,Deutz
28353.salary,1000,10000
13789.areacode,9o18,918
5561.gender,,F
33618.salary,10q000,10000
49820.marriedexemp,a0,0
7361.state,CD,DC
6780.zip,10435,14035
17824.childexemp,,0
36931.childexemp,v0,0
39076.singleexemp,e0,0
23790.city,BILLbINGS,BILLINGS
11272.fname,Joonhee***,Joonhee
28863.singleexemp,***,0
33454.gender,,F
29511.lname,Halliwll,Halliwell
4669.haschild,***,N
35448.state,CD,DC
12741.gender,***,F
24508.maritalstatus,***,M
14488.zip,6a3963,63963
10163.childexemp,,0
45844.salary,7500,75000
21547.singleexemp,3030,3300
14133.phone,764-95c73,764-9573
11502.childexemp,t0,0
2966.lname,Heckmzann,Heckmann
41201.marriedexemp,220***,220
41946.rate,.60,6.0
43296.singleexemp,195,159
2477.marriedexemp,***,0
93.fname,Soneu,Sonu
43564.marriedexemp,24500***,24500
22015.areacode,4n23,423
37808.city,AUALNDER,AULANDER
36847.salary,7500,75000
18434.marriedexemp,***,0
30617.childexemp,***,0
47552.salary,2000,20000
9474.state,C,DC
8757.marriedexemp,2060,2600
34854.childexemp,,0
7142.salary,600t00,60000
48490.marriedexemp,24500***,24500
20034.state,CD,DC
33660.marriedexemp,,0
15986.fname,Hoakacn,Hoakan
32229.state,oAL,AL
17578.salary,9000,95000
24997.gender,***,F
45405.gender,***,M
2340.gender,sF,F
871.phone,538r-2086,538-2086
49227.lname,Dionsyian,Dionysian
34887.childexemp,,0
12724.singleexemp,s3300,3300
13945.salary,1000,10000
20744.marriedexemp,e220,220
23477.state,R,AR
34847.phone,982-955,982-7955
18491.maritalstatus,***,S
3685.phone,306-8n040,306-8040
37474.maritalstatus,***,S
22684.gender,***,F
13734.childexemp,***,0
9002.phone,593-1570,953-1570
31410.marriedexemp,20,220
40501.zip,52127,52172
33384.city,BOSgTON,BOSTON
27906.childexemp,y0,0
40373.city,OWLING GREEN,BOWLING GREEN
43733.fname,Marny,Marney
30928.state,R,AR
35625.singleexemp,p0,0
17534.salary,35000***,35000
39565.phone,48-9716,418-9716
34063.city,BxELFRY,BELFRY
35036.marriedexemp,g0,0
16901.areacode,80,980
46170.maritalstatus,cS,S
28482.zip,143,5143
4581.singleexemp,***,0
14059.areacode,76b5,765
20812.childexemp,10,110
29459.salary,2500v0,25000
46911.fname,uRshikesh,Rushikesh
47465.areacode,u802,802
24235.phone,78-4955,783-4955
17455.phone,4834-543,483-4543
31780.areacode,d207,207
29822.childexemp,100,1000
30252.phone,18-4786,184-4786
49300.areacode,80d1,801
41575.singleexemp,200,2100
2093.zip,21414,12414
47738.state,IW,WI
24888.fname,Walace,Wallace
11733.childexemp,,0
31369.zip,68856***,68856
43391.marriedexemp,3000***,3000
308.haschild,,N
20791.state,C,DC
43307.city,DAVILAL,DAVILLA
25451.state,lMD,MD
10477.haschild,vN,N
35475.state,eAR,AR
487.marriedexemp,71b50,7150
34742.state,C,DC
8077.lname,eBrc,Berc
13759.fname,Shinesuke,Shinsuke
549.gender,***,F
32976.state,ZA,AZ
20875.city,LOUIVSILLE,LOUISVILLE
24173.state,DsC,DC
29519.gender,sF,F
35190.gender,,F
46516.state,lDC,DC
13423.state,C,DC
23416.gender,rF,F
31121.city,NDIAN,INDIAN
33340.childexemp,***,0
49844.childexemp,,0
22485.lname,Unalfyr,Unalyr
30585.gender,uF,F
38515.gender,,F
9809.haschild,,Y
17553.maritalstatus,,S
172.state,DcC,DC
28.lname,Laxxer,Laxer
36019.rate,3.9999887,3.9998987
37054.singleexemp,,0
940.singleexemp,f0,0
4966.areacode,096,906
26638.city,BRIDGEPOTR,BRIDGEPORT
40161.singleexemp,,0
15311.areacode,76,276
12305.lname,augh,Raugh
8206.maritalstatus,,S
49449.salary,d30000,30000
28690.marriedexemp,,0
12957.salary,7000,70000
1279.zip,85058,85085
46862.salary,10000***,10000
14168.fname,nman,Inman
38208.singleexemp,2n0,20
35658.maritalstatus,,M
42356.rate,.0,6.0
40414.salary,70000***,70000
16138.marriedexemp,25400,24500
33027.marriedexemp,,0
19004.rate,6r.0,6.0
18137.zip,4189,74189
14803.gender,***,F
27781.gender,,F
9336.phone,728-9x456,728-9456
30790.marriedexemp,740,2740
35642.salary,6s5000,65000
33193.childexemp,***,0
45526.childexemp,s0,0
1702.salary,0500,5000
30575.marriedexemp,***,0
6781.state,CD,DC
13555.areacode,e334,334
45516.marriedexemp,,0
26455.rate,35.33564,3.533564
19643.lname,bPeot,Peot
40991.state,OwH,OH
32156.gender,aF,F
24880.state,dMN,MN
40288.gender,***,F
28471.rate,00,0.0
30523.city,VALENINE,VALENTINE
1228.phone,689-150,689-3150
24789.gender,***,M
46871.haschild,mY,Y
27776.maritalstatus,***,S
25617.fname,Yuejin,Yuejian
25044.state,zDC,DC
42658.gender,,F
38807.singleexemp,100,1900
21721.salary,6500,65000
20868.gender,,F
15430.state,I,HI
6436.maritalstatus,***,S
29439.marriedexemp,m0,0
37290.haschild,iY,Y
33248.childexemp,j1500,1500
47404.salary,70000***,70000
19009.haschild,cN,N
41658.childexemp,***,0
34768.maritalstatus,jS,S
42939.zip,8207,98207
12895.singleexemp,,0
45495.salary,5g0000,50000
20118.singleexemp,2040,2400
17352.state,C,DC
40277.city,BASAcLT,BASALT
32762.lname,Guckenheimesr,Guckenheimer
3479.state,DlC,DC
5576.state,CD,DC
2457.gender,,F
9711.childexemp,,0
31548.rate,3.575,3.2575
39434.gender,***,F
44496.gender,bF,F
22943.phone,89-2488,894-2488
26897.gender,eF,F
26780.city,BEHUNE,BETHUNE
34926.marriedexemp,0,80
9420.salary,0000,60000
12900.maritalstatus,,M
47593.state,T,MT
10475.areacode,03,603
21667.haschild,mN,N
728.fname,Mnvef,Monvef
3744.maritalstatus,jS,S
24755.phone,557-682,557-1682
11949.fname,Timann,Tilmann
30729.state,KA,AK
38129.city,DuIXON,DIXON
14001.zip,492,4952
48668.rate,90.,9.0
33925.state,CD,DC
33300.rate,4.325,4.0325
10316.gender,fF,F
35526.childexemp,,0
3285.salary,7500,75000
27912.salary,03000,30000
34637.lname,Kakr,Kark
16210.zip,4180,4108
8099.marriedexemp,***,0
39596.marriedexemp,202,220
27409.lname,Daughtredy,Daughtrey
32533.phone,61-6026,161-6026
26247.phone,340-7138,340-7318
45273.city,BELAIR,BELFAIR
16540.singleexemp,***,0
26560.lname,Beildin,Beilin
27844.gender,zF,F
15298.areacode,06,606
34056.singleexemp,***,0
7017.city,OSOMND,OSMOND
37532.gender,***,M
2144.maritalstatus,dS,S
40185.marriedexemp,z0,0
42500.maritalstatus,vM,M
229.maritalstatus,,M
19605.state,CD,DC
44474.rate,5.722223,5.7222223
26834.phone,488-946,488-9346
16819.state,LA,AL
27244.salary,c45000,45000
38710.maritalstatus,***,S
22171.marriedexemp,c0,0
39913.state,K,AK
41885.state,IH,HI
30415.city,OOEE,OCOEE
24693.state,C,DC
11926.gender,cF,F
39296.areacode,t304,304
34175.state,RA,AR
30721.city,BIOSE,BOISE
35845.state,KvY,KY
15244.rate,u3.9097095,3.9097095
3012.marriedexemp,***,0
37199.state,oND,ND
31808.marriedexemp,7240,2740
43305.state,pAR,AR
47011.childexemp,,0
5386.lname,McNmulty,McNulty
26976.fname,Nahndyala,Nandyala
162.gender,***,F
29968.maritalstatus,***,M
36345.maritalstatus,***,S
24850.marriedexemp,90f00,9000
17683.state,R,AR
10518.childexemp,,0
47716.state,aDC,DC
19176.singleexemp,,0
32218.areacode,80v5,805
32870.zip,481n17,48117
42123.gender,***,F
36645.childexemp,,0
29108.areacode,22f9,229
43309.singleexemp,02,20
32298.childexemp,***,0
40141.lname,Lipnr,Lipner
17769.childexemp,1v000,1000
21323.state,CD,DC
9808.childexemp,***,0
47924.childexemp,,0
23743.haschild,***,N
46753.lname,uPppo,Puppo
27084.marriedexemp,***,0
44835.maritalstatus,tM,M
35632.state,CD,DC
39327.marriedexemp,24500***,24500
26987.salary,0000,70000
41457.marriedexemp,2704,2740
22732.childexemp,***,0
39154.childexemp,***,0
48872.state,RA,AR
22451.lname,Carar,Carra
41730.gender,,F
48028.areacode,91p7,917
44592.singleexemp,***,0
23439.gender,uM,M
17825.areacode,05,505
26612.lname,Morritn,Morrin
41446.marriedexemp,740,2740
18787.haschild,,N
45646.childexemp,3300***,3300
11655.fname,gSachiko,Sachiko
38385.phone,137b-1730,137-1730
27718.childexemp,31q00,3100
15388.haschild,***,N
49261.areacode,71,701
27903.marriedexemp,220***,220
39676.city,SPANSH FORK,SPANISH FORK
36810.phone,33-7409,339-7409
44520.singleexemp,,0
47576.salary,1000f0,10000
16128.salary,5000,55000
21278.city,BELCOUkRT,BELCOURT
7852.childexemp,w0,0
24982.fname,Mazne,Mazen
7265.marriedexemp,w24500,24500
25158.marriedexemp,740,2740
28769.gender,***,F
39652.salary,25e000,25000
43512.city,BjOISE,BOISE
16218.marriedexemp,2704,2740
27088.singleexemp,,0
22254.lname,Fattha,Fattah
31767.singleexemp,,0
3642.marriedexemp,4t200,4200
49213.phone,490-700,490-2700
1231.marriedexemp,4500,5400
19717.zip,0423,30423
27696.maritalstatus,aM,M
45319.phone,h942-5018,942-5018
49502.childexemp,r0,0
31708.gender,***,F
11239.singleexemp,l0,0
4087.childexemp,,0
43194.childexemp,,0
21487.rate,.6,3.6
30168.gender,***,F
43932.state,kNJ,NJ
9638.state,tAZ,AZ
9058.lname,xPinar,Pinar
44913.singleexemp,,0
18295.childexemp,000,2000
21046.rate,.65,6.5
31563.rate,39004214,3.9004214
40382.zip,79345,97345
35471.zip,7387,75387
31909.marriedexemp,4p0,40
38968.state,L,AL
31737.singleexemp,***,0
27318.state,C,DC
27937.salary,w45000,45000
27644.childexemp,***,0
5141.phone,801-849,801-8459
45905.singleexemp,,0
34389.state,ApK,AK
38737.state,L,AL
8178.rate,.3,9.3
46122.marriedexemp,2500,24500
24170.rate,.0,5.0
31420.city,BIG PNIEY,BIG PINEY
25886.state,L,AL
45807.maritalstatus,***,M
38276.singleexemp,e0,0
23553.singleexemp,2040,2400
28903.singleexemp,***,0
48480.childexemp,,0
26165.childexemp,,0
9976.salary,60000***,60000
16340.salary,55000***,55000
34898.phone,514-115,514-1015
42350.gender,***,F
28599.state,C,DC
22870.childexemp,1000***,1000
35158.state,I,MI
9246.state,DcC,DC
23137.singleexemp,***,0
6261.state,CD,DC
17694.childexemp,,0
25621.fname,Dvunja,Dunja
3290.gender,,F
16105.zip,730n36,73036
21730.salary,70000***,70000
40030.salary,9000,90000
6366.singleexemp,100,1000
23336.lname,Meijia,Mijia
9732.lname,Pesonenn,Pesonen
32746.areacode,02,302
39209.marriedexemp,20,220
37980.rate,4.36,4.63
47235.childexemp,,0
25913.singleexemp,,0
6582.areacode,86,586
16309.areacode,9p39,939
14233.fname,Hbeng,Heng
2702.haschild,***,N
17854.phone,5563-443,556-3443
40145.state,C,DC
23681.state,DoC,DC
7630.state,IW,WI
25538.state,T,VT
20715.singleexemp,70u0,700
39884.marriedexemp,202,220
23819.fname,Fredribc,Fredric
17582.childexemp,***,0
49042.gender,,F
10256.maritalstatus,xS,S
18265.singleexemp,d0,0
46842.childexemp,1307,1370
22287.state,dAR,AR
5269.city,OBULDER,BOULDER
19298.state,rAK,AK
49750.phone,334-106z6,334-1066
22995.maritalstatus,,M
41552.gender,***,F
31453.gender,***,F
8352.gender,eM,M
38004.fname,igehito,Sigehito
19819.maritalstatus,nS,S
43458.childexemp,p0,0
47481.singleexemp,f0,0
5473.state,C,DC
41293.gender,bF,F
30275.phone,5079-702,507-9702
22559.marriedexemp,0,80
24654.marriedexemp,20,220
26140.zip,652x59,65259
6084.salary,30r000,30000
46258.childexemp,,0
40172.salary,50000***,50000
49491.gender,,F
49686.lname,Quinaln,Quinlan
20029.marriedexemp,***,0
40975.maritalstatus,kS,S
46459.singleexemp,e0,0
34013.state,K,AK
8607.gender,,M
42603.marriedexemp,202,220
31752.gender,,F
5257.areacode,06,206
10835.phone,500-k4383,500-4383
47168.childexemp,***,0
38852.fname,Mitsutreu,Mitsuteru
35730.marriedexemp,2g000,2000
30153.maritalstatus,,M
32229.singleexemp,t0,0
15526.areacode,7j02,702
49538.gender,***,F
27049.lname,Pilippow,Philippow
38328.singleexemp,***,0
49199.lname,Enosmoto,Enomoto
44322.maritalstatus,,S
49189.city,BOOEVILLE,BOONEVILLE
47184.gender,,F
31106.childexemp,***,0
24902.childexemp,,0
37908.marriedexemp,***,0
28809.lname,Newbrey,Newbery
30721.lname,Isaca,Isaac
34232.singleexemp,u0,0
33896.lname,Heffernna,Heffernan
47418.areacode,93z9,939
13953.gender,hF,F
7543.city,sLIBERTY,LIBERTY
24355.rate,i1.7,1.7
43520.marriedexemp,20,220
3166.lname,Cotna,Conta
36388.childexemp,,0
3043.zip,8346,85346
44914.haschild,mN,N
34281.maritalstatus,,M
38009.areacode,05,605
37596.marriedexemp,202,220
10170.fname,ladin,Aladin
33720.childexemp,***,0
13389.state,C,DC
27799.fname,Mrnix,Marnix
24084.maritalstatus,rS,S
42333.city,OJNESBORO,JONESBORO
16369.childexemp,,0
48068.marriedexemp,,0
12044.state,CD,DC
32143.singleexemp,***,0
10097.state,LA,AL
49088.state,AwL,AL
41011.city,BNED,BEND
4184.gender,***,F
36160.state,LA,AL
206.state,IW,WI
40057.zip,77706***,77706
27334.state,C,DC
35466.zip,o11970,11970
12351.gender,***,M
34197.city,NORTH POWNAmL,NORTH POWNAL
6481.salary,l60000,60000
25846.childexemp,,0
16219.gender,***,F
8512.childexemp,10q00,1000
40843.marriedexemp,2704,2740
30650.state,CD,DC
45156.gender,,F
20274.phone,443-184,443-1084
18497.marriedexemp,22q0,220
39717.gender,uF,F
47858.areacode,3j36,336
33071.marriedexemp,2704,2740
19164.city,MARYSVILLE***,MARYSVILLE
4063.state,I,WI
40477.childexemp,p2300,2300
27612.fname,Shonja,Shona
29534.childexemp,***,0
33188.areacode,e802,802
25457.state,RA,AR
150.phone,i689-4109,689-4109
42096.state,LA,AL
45259.lname,Rlolins,Rollins
48586.areacode,490,409
14126.haschild,xY,Y
49817.marriedexemp,700,5700
37314.city,BAYAMNO,BAYAMON
17914.state,CD,DC
11540.gender,***,F
9569.city,MAHAFEY,MAHAFFEY
38586.zip,96d753,96753
15638.haschild,***,Y
17104.lname,Hantaa,Hanata
43494.singleexemp,,0
6378.haschild,,Y
48624.state,R,PR
37529.city,BIBSEE,BISBEE
41630.salary,5000,50000
40123.salary,60000***,60000
34336.state,DjC,DC
32962.state,LA,AL
28599.marriedexemp,270,2740
9588.zip,8236,85236
7489.city,ELLEdNBORO,ELLENBORO
17675.salary,i55000,55000
2877.phone,64-5423,564-5423
44221.rate,x1.4,1.4
23592.singleexemp,,0
18873.marriedexemp,7240,2740
40200.phone,889-923,889-9923
261.state,C,DC
5975.singleexemp,100,1000
40154.lname,abir,Kabir
23574.fname,Doren,Doreen
46329.childexemp,q0,0
35410.haschild,***,Y
42258.gender,nF,F
30341.marriedexemp,,0
9842.fname,Jnyce,Janyce
31677.gender,wF,F
32274.childexemp,***,0
10333.childexemp,3300***,3300
38409.marriedexemp,,0
44224.lname,Ddenhoft,Dodenhoft
38617.state,CD,DC
5462.state,C,DC
25839.salary,500,5000
17319.marriedexemp,,0
48035.singleexemp,g0,0
8942.state,AW,WA
39529.state,CD,DC
11640.childexemp,,0
44699.gender,aF,F
17129.gender,***,F
5250.state,LA,AL
44356.state,AdK,AK
10736.marriedexemp,***,0
45609.gender,vM,M
42843.salary,35000***,35000
7600.state,L,AL
2962.zip,95280,95208
26464.gender,***,F
34919.singleexemp,,0
10835.salary,30000***,30000
13709.singleexemp,g0,0
45762.areacode,40,240
20280.marriedexemp,20,220
28281.state,NeJ,NJ
12943.zip,4526,54526
44555.childexemp,i0,0
34227.marriedexemp,2e20,220
27998.areacode,851,815
27407.rate,.875,7.875
23834.childexemp,***,0
18533.areacode,3y19,319
3910.gender,eF,F
32043.maritalstatus,,S
32016.marriedexemp,***,0
49585.childexemp,1500***,1500
10150.childexemp,***,0
21393.state,KA,AK
42788.phone,04-7390,804-7390
9197.marriedexemp,24500***,24500
23707.state,AsL,AL
44664.city,LAKE WRTH,LAKE WORTH
12389.salary,04000,40000
39598.gender,,F
18364.childexemp,***,0
29488.gender,,F
38890.maritalstatus,,M
35228.lname,Estrn,Estrin
4000.state,DeC,DC
46434.phone,v222-9705,222-9705
24666.phone,34-7400,434-7400
35248.salary,5000,15000
20620.city,DOEVR AFB,DOVER AFB
21911.marriedexemp,08,80
22441.rate,6v.9,6.9
26354.areacode,065,605
49671.city,BENTONVLLE,BENTONVILLE
8316.zip,11217,12117
2035.rate,6.52,6.25
13797.state,CD,DC
19978.singleexemp,,0
5138.lname,Lammle,Lammel
42126.state,OrR,OR
15602.state,CD,DC
43273.haschild,***,Y
48681.fname,Sartya,Satya
40485.singleexemp,***,0
26294.fname,Martah,Martha
20176.marriedexemp,0300,3000
32430.state,CD,DC
35525.gender,***,F
28771.state,C,DC
31935.haschild,,Y
37748.rate,9y.3,9.3
32035.rate,2.7036942,2.7036924
38759.state,L,AL
28600.childexemp,***,0
46538.haschild,***,Y
38631.singleexemp,,0
23216.singleexemp,,0
20108.city,BIjRNAMWOOD,BIRNAMWOOD
6309.city,INVERENSS,INVERNESS
44030.state,R,AR
1705.marriedexemp,u206,206
18357.gender,***,F
27932.zip,4737,47337
17170.salary,70000***,70000
44138.maritalstatus,qS,S
49535.city,BONANA,BONANZA
30146.singleexemp,e0,0
7309.city,qBOSTON,BOSTON
12326.state,O,CO
20612.maritalstatus,***,M
22432.rate,w4.620155,4.620155
17161.city,AMRRERO,MARRERO
17225.state,L,AL
233.childexemp,,0
31885.singleexemp,***,0
16395.state,R,OR
45283.state,R,AR
12702.singleexemp,,0
34883.childexemp,y0,0
37125.state,tSC,SC
11615.state,C,DC
