621.zip,76908,76098
18183.lname,Casscez,Cassez
12243.rate,4.185657,4.1853657
17895.phone,36-1119,306-1119
8949.lname,Pettersosn,Pettersson
14201.rate,.0,6.0
17731.city,uBIRMINGHAM,BIRMINGHAM
19012.zip,80040,80004
15706.marriedexemp,40m00,4000
4897.state,mDC,DC
6953.singleexemp,***,0
10380.lname,akkinen,Sakkinen
11180.phone,343-2959,343-9259
11704.childexemp,,0
14817.maritalstatus,***,S
6724.city,mMAPLE RAPIDS,MAPLE RAPIDS
8211.marriedexemp,t0,0
16005.phone,65-9323,565-9323
15238.state,OC,CO
14448.areacode,v954,954
15412.haschild,,Y
6147.state,oCT,CT
16815.singleexemp,b0,0
9327.fname,Phoe,Phobe
16293.marriedexemp,500,4500
13630.rate,.70,7.0
1114.phone,726-54i00,726-5400
18073.city,BRATTLEORO,BRATTLEBORO
17062.zip,3760l4,37604
19772.city,UTTE,BUTTE
6132.lname,Hesneler,Henseler
9757.lname,Gtta,Gutta
16034.marriedexemp,740,2740
7886.zip,28242,28224
8772.lname,Gegtov,Getov
1244.marriedexemp,,0
16257.city,GmREENSBORO,GREENSBORO
9866.state,A,VA
12531.fname,Cohusei,Chusei
5878.areacode,453,435
9873.gender,bF,F
4901.fname,Remund,Reimund
14523.zip,45627,54627
16585.childexemp,***,0
7914.maritalstatus,cM,M
19714.singleexemp,15a9,159
234.phone,v240-3353,240-3353
14212.city,HATSINGS,HASTINGS
11157.gender,***,M
4391.rate,0.l0,0.0
1685.maritalstatus,cM,M
16577.city,BfUCKNER,BUCKNER
16634.marriedexemp,a0,0
14792.singleexemp,,0
9202.salary,70000***,70000
6764.salary,8000,80000
4779.gender,***,F
6865.state,ZA,AZ
17415.gender,qF,F
15602.marriedexemp,270,2740
14847.singleexemp,000,1000
10253.childexemp,r0,0
6741.city,CATON,CANTON
7450.state,CD,DC
986.maritalstatus,***,M
13316.rate,.3773037,3.773037
14977.maritalstatus,bS,S
18187.fname,Wnanqing,Wanqing
1209.phone,7415718,741-5718
18206.state,xAZ,AZ
15878.lname,Sawyaa,Sawaya
12130.singleexemp,1000***,1000
7010.zip,74925,47925
10721.city,CANhAAN,CANAAN
12705.areacode,88,808
14415.city,MULLEyTT LAKE,MULLETT LAKE
283.salary,4n0000,40000
8256.lname,Wahzlde,Wahlde
2849.gender,,M
8177.maritalstatus,wS,S
18711.childexemp,x0,0
10056.salary,50000***,50000
4659.lname,Kssowski,Kossowski
3569.state,CD,DC
18268.childexemp,a0,0
2972.rate,.684,6.84
96.maritalstatus,xM,M
19476.childexemp,100y0,1000
2418.state,mCO,CO
18891.phone,3n36-6896,336-6896
18571.state,A,LA
305.zip,41370,41307
188.areacode,628,682
18671.gender,,F
8234.childexemp,f0,0
18006.gender,,F
13367.singleexemp,***,0
1113.gender,,F
897.salary,5000,55000
18260.childexemp,f0,0
6672.city,BLANCAHRD,BLANCHARD
14934.city,BOSE,BOISE
535.childexemp,3030,3300
9512.phone,644-45v10,644-4510
9474.state,C,DC
18427.marriedexemp,120k00,12000
14176.fname,Aistotle,Aristotle
15170.childexemp,t0,0
4169.haschild,,Y
16091.salary,55000***,55000
12738.phone,63i2-4784,632-4784
15298.gender,gF,F
755.fname,Paorsh,Parosh
6153.fname,Drargos,Dragos
11425.maritalstatus,,S
2563.marriedexemp,j0,0
18240.zip,633x69,63369
18726.state,zDC,DC
9535.maritalstatus,***,M
1187.state,DgC,DC
19128.phone,r209-7385,209-7385
8249.fname,Trdy,Trudy
7173.state,T,CT
8658.haschild,xN,N
6290.gender,,F
7553.phone,178-p5065,178-5065
16465.zip,37725,37752
5106.phone,719-4e393,719-4393
11577.childexemp,100,1000
19151.maritalstatus,,M
13054.zip,14574,14547
6265.state,DqC,DC
17367.lname,Meyerhof,Meyerhoff
12372.fname,Almut,Aelmut
8138.state,I,WI
68.state,J,NJ
13781.state,A,CA
1846.rate,00.,0.0
16905.phone,31e0-7596,310-7596
19393.state,C,DC
1666.singleexemp,l20,20
14284.singleexemp,y0,0
11220.marriedexemp,000,3000
16061.childexemp,a0,0
13143.lname,ynn,Lynn
2560.childexemp,33b00,3300
19863.fname,gal,Igal
17247.lname,iSgillito,Sigillito
4489.state,OC,CO
4345.marriedexemp,d0,0
7749.zip,5l7625,57625
3787.gender,lF,F
5901.childexemp,f0,0
19195.city,yBIRMINGHAM,BIRMINGHAM
12228.marriedexemp,4500,24500
7681.maritalstatus,***,S
14010.lname,Btroeg,Broeg
13269.gender,kM,M
17940.childexemp,300,3300
10922.city,WAREN,WARREN
9361.marriedexemp,20,220
11474.fname,Marit,Marti
10819.phone,425-4243,452-4243
7310.marriedexemp,3c18,318
14047.singleexemp,c0,0
1477.gender,,F
11866.state,T,CT
3411.salary,10000,100000
19710.haschild,pN,N
4159.zip,593e32,59332
14098.zip,9021,89021
9477.lname,Ddodapaneni,Doddapaneni
247.singleexemp,***,0
17185.marriedexemp,300,3000
17948.phone,620r-9928,620-9928
2564.zip,205n58,20558
13649.state,CD,DC
1417.haschild,,N
6621.singleexemp,1c040,1040
7090.lname,Reahm,Rahm
8358.childexemp,***,0
7659.phone,777-29j97,777-2997
12055.rate,3.y4,3.4
16138.marriedexemp,25400,24500
13503.childexemp,s0,0
14404.fname,Gldays,Gladys
14674.haschild,***,Y
16283.fname,uhong,Yuhong
19969.state,pCO,CO
6676.gender,iF,F
15817.childexemp,3300***,3300
7329.salary,30000***,30000
16819.marriedexemp,30u00,3000
13792.state,O,CO
17514.city,WbASHTA,WASHTA
6815.city,HATHAM,CHATHAM
12921.singleexemp,***,0
2223.city,ASHINGTON,WASHINGTON
3924.state,L,IL
19169.state,A,MA
13680.maritalstatus,tM,M
12847.singleexemp,***,0
14763.city,CAROLIAN,CAROLINA
13850.state,DiC,DC
2170.gender,***,F
17423.gender,,F
12488.fname,anielle,Danielle
15379.areacode,e951,951
9532.childexemp,y0,0
319.zip,527d27,52727
16105.marriedexemp,***,0
3699.state,K,OK
17727.haschild,sY,Y
18431.childexemp,,0
3871.singleexemp,***,0
17897.maritalstatus,***,S
9309.childexemp,030,300
17494.singleexemp,,0
8994.areacode,7i34,734
7313.lname,Leiefrt,Leifert
4232.haschild,,Y
5576.state,CD,DC
15472.childexemp,,0
15744.city,BOTSON,BOSTON
12827.lname,Leavsseur,Levasseur
4965.childexemp,***,0
11543.childexemp,***,0
14697.areacode,981,918
17415.phone,811-2158,811-2518
18525.rate,00,0.0
8885.marriedexemp,380,3800
14202.singleexemp,130,103
2345.childexemp,q0,0
9233.maritalstatus,,S
311.salary,q25000,25000
13724.singleexemp,b0,0
1853.city,BURLINTGON,BURLINGTON
8689.singleexemp,,0
17746.phone,223-206x3,223-2063
17671.singleexemp,,0
14398.gender,tF,F
16275.childexemp,o0,0
8754.gender,***,F
10488.marriedexemp,2400,4200
6794.fname,Eei,Eevi
16218.fname,nMarney,Marney
983.state,C,DC
19104.state,Y,NY
5269.city,BOULDtER,BOULDER
15336.areacode,987,978
9250.haschild,,Y
17713.gender,kF,F
19042.fname,Cassanhdra,Cassandra
12956.areacode,504,540
10329.singleexemp,c0,0
1084.salary,20000***,20000
3808.salary,500u0,5000
10482.gender,,F
1855.state,DzC,DC
10497.salary,9c5000,95000
5140.salary,4v0000,40000
18003.singleexemp,,0
9432.salary,f95000,95000
9163.state,DM,MD
58.singleexemp,***,0
2976.zip,59476,59467
10107.lname,ubera,Kubera
16707.lname,Heinzt,Heintz
2633.state,T,CT
13159.city,CETNER TUFTONBORO,CENTER TUFTONBORO
3096.maritalstatus,,M
10464.zip,58334,58343
18116.state,TC,CT
5694.state,ZA,AZ
14005.zip,76d30,7630
1646.haschild,wN,N
8004.lname,Poink,Pink
3861.fname,gCor,Cor
7072.phone,982-4741,982-4714
18881.city,BOX EDLER,BOX ELDER
19018.childexemp,,0
8587.lname,Lbanon,Lybanon
2342.singleexemp,y0,0
17483.city,CLVERT,CALVERT
10463.haschild,***,N
13618.state,C,DC
5749.singleexemp,***,0
10012.rate,0g.0,0.0
14480.childexemp,***,0
11489.fname,ormozdyar,Hormozdyar
1284.gender,,M
8766.singleexemp,***,0
14275.state,ZA,AZ
18290.state,OC,CO
503.childexemp,100,1000
14729.marriedexemp,2450s0,24500
19495.lname,Bassiyouni,Bassiouni
17540.gender,***,F
17969.singleexemp,,0
9875.lname,Bisno,Biso
7616.fname,Megn,Meng
6252.haschild,***,Y
3722.city,URNS,BURNS
5968.singleexemp,,0
18666.childexemp,j0,0
9268.phone,478-6g773,478-6773
15990.singleexemp,100,1000
4962.gender,***,F
9859.state,CD,DC
3246.singleexemp,330e0,3300
1131.singleexemp,***,0
19647.marriedexemp,2000***,2000
11864.singleexemp,***,0
8731.phone,802-19c11,802-1911
5840.childexemp,p0,0
19737.state,ZA,AZ
8472.city,KET,KENT
8130.city,OSTON,BOSTON
1590.haschild,yN,N
15280.fname,Olviier,Olivier
8199.fname,nAgkul,Angkul
17866.gender,***,F
12069.childexemp,m0,0
11048.areacode,01,401
19960.maritalstatus,,S
11812.state,CkT,CT
16475.childexemp,,0
10759.rate,1.375974,1.3758974
14883.city,WINENTOON,WINNETOON
15736.marriedexemp,04,40
13826.areacode,8e02,802
2996.singleexemp,***,0
19606.salary,000,5000
8250.singleexemp,***,0
15008.marriedexemp,2450,24500
11121.childexemp,***,0
5097.zip,20045***,20045
7655.marriedexemp,600,2600
2010.areacode,50l5,505
9649.phone,1428948,142-8948
10249.phone,5342770,534-2770
19793.childexemp,,0
14223.phone,355f-8134,355-8134
5925.gender,,M
2519.areacode,04,504
15139.childexemp,3000***,3000
12971.state,AsZ,AZ
4893.salary,5p0000,50000
10959.childexemp,,0
17562.state,hDC,DC
11308.haschild,,Y
19321.state,rVT,VT
15603.areacode,f251,251
14086.zip,2k9377,29377
18653.state,AV,VA
1205.state,AG,GA
5017.haschild,yY,Y
15285.haschild,***,Y
8333.marriedexemp,g40,40
8326.fname,Mjaylis,Maylis
99.rate,50,5.0
4827.fname,Wlaling,Walling
15144.gender,,F
11441.singleexemp,***,0
15941.haschild,,N
15588.haschild,nN,N
7569.singleexemp,,0
2697.haschild,,N
16826.areacode,650,605
12437.state,I,HI
7589.childexemp,,0
1722.childexemp,,0
3860.salary,6u5000,65000
19022.singleexemp,1004,1040
14623.maritalstatus,jS,S
5073.rate,.0,6.0
4922.childexemp,m0,0
13792.maritalstatus,lM,M
16322.gender,gF,F
14928.childexemp,225t0,2250
2407.state,MuA,MA
19454.zip,8925,89425
17455.city,BOGALSA,BOGALUSA
11047.state,A,WA
3680.fname,Shanwi,Shanwei
16792.salary,35000***,35000
3349.state,T,CT
13201.childexemp,***,0
15470.rate,7.72406,7.724066
5706.state,vDC,DC
18344.singleexemp,***,0
12750.childexemp,,0
16851.state,C,DC
14240.areacode,3z23,323
13531.city,CA NEV ARI,CAL NEV ARI
16095.areacode,f479,479
15082.salary,5000,75000
17896.marriedexemp,20,220
5651.lname,Srere,Serre
10915.zip,6935j4,69354
15935.childexemp,b0,0
10555.zip,8822***,8822
13644.marriedexemp,04,40
8366.lname,Caccibue,Cacciabue
18930.childexemp,100,1000
16480.phone,772-8t650,772-8650
16791.singleexemp,0140,1040
7482.haschild,gY,Y
18322.fname,Bhau,Bhanu
9145.phone,49-3051,949-3051
14231.salary,20000***,20000
1310.fname,Marcy,Mary
12774.gender,eF,F
19683.state,DnC,DC
15478.state,bCO,CO
7636.city,DAGSBdORO,DAGSBORO
19550.areacode,282,228
6136.state,A,VA
5989.haschild,***,Y
13077.fname,Staphuane,Staphane
6196.phone,379-4573,739-4573
12764.gender,eF,F
13718.state,Z,AZ
8281.marriedexemp,381,318
14645.marriedexemp,,0
833.fname,ordanka,Jordanka
18774.state,ClT,CT
5690.fname,Tendd,Tedd
11468.gender,,F
19379.childexemp,,0
591.state,JN,NJ
2223.state,wDC,DC
16339.state,cIA,IA
12722.childexemp,***,0
13389.state,C,DC
18599.marriedexemp,,0
6762.lname,artore,Sartore
14432.state,CD,DC
6534.zip,31b032,31032
18529.singleexemp,,0
6307.salary,05000,50000
12679.rate,.0,6.0
17747.lname,Linnel,Linnell
10133.state,C,DC
4647.haschild,***,N
19219.zip,8r8337,88337
8833.state,D,SD
8043.childexemp,y0,0
3558.marriedexemp,j0,0
1244.state,GnA,GA
4248.city,FRANKLNI,FRANKLIN
18380.zip,75,795
10146.singleexemp,***,0
4789.gender,,F
6569.lname,Nasspef,Nassef
15851.state,O,CO
17188.singleexemp,13,103
15059.city,BRUSTT,BRUSETT
7164.fname,Eihnoshin,Einoshin
19849.state,PjA,PA
10242.childexemp,***,0
5393.city,ACROLINA,CAROLINA
5707.salary,60500,65000
6190.city,OLES,BOLES
17470.singleexemp,l0,0
13458.maritalstatus,,M
6731.areacode,8h02,802
12944.state,C,DC
14276.gender,***,M
8795.gender,***,F
19125.marriedexemp,***,0
7697.zip,17d727,17727
19588.state,AC,CA
16768.childexemp,l0,0
6464.gender,,M
2560.maritalstatus,,S
8656.haschild,***,Y
18970.childexemp,k0,0
18348.rate,3.f0,3.0
2619.rate,4.09j9376,4.099376
6119.gender,,F
14234.lname,yen,Uyen
6766.city,WEST BOOTHBAY HRBOR,WEST BOOTHBAY HARBOR
2190.zip,1763,11763
14040.state,T,CT
10087.singleexemp,,0
3356.singleexemp,2400***,2400
9441.state,CD,DC
6471.state,C,DC
7153.childexemp,***,0
19594.fname,Teruaik,Teruaki
1224.state,T,CT
9045.zip,7028,70528
11098.gender,dF,F
11333.gender,,F
16379.lname,Nauin,Naudin
5371.marriedexemp,450s0,4500
4.salary,5500,55000
7830.singleexemp,140,1040
12908.phone,751-7303,751-7330
19183.fname,aRndeep,Randeep
15071.gender,***,F
17136.zip,z31071,31071
9917.zip,4635,54635
5294.rate,.36,3.6
6489.marriedexemp,400f0,4000
4007.singleexemp,r0,0
11545.salary,06000,60000
18366.singleexemp,02,20
467.state,DfC,DC
18965.gender,xM,M
2072.city,NRTH SANDWICH,NORTH SANDWICH
16626.city,BRUSH VALLY,BRUSH VALLEY
15821.rate,4.198h8535,4.1988535
8144.city,CAMP  M SMITH,CAMP H M SMITH
8184.state,S,KS
6882.maritalstatus,xM,M
12514.state,AuZ,AZ
6494.city,BQUERON,BOQUERON
1907.city,ATLNATA,ATLANTA
568.phone,2872-488,287-2488
16715.state,Z,AZ
16814.singleexemp,040,1040
8113.salary,5000,95000
19752.rate,5.e75,5.75
13266.city,BOROKFIELD,BROOKFIELD
7265.marriedexemp,42500,24500
19943.state,EM,ME
13178.childexemp,,0
2483.maritalstatus,gM,M
8346.marriedexemp,04,40
7848.haschild,***,Y
18534.salary,50o00,5000
18989.salary,s30000,30000
13316.city,hBAY,BAY
2352.maritalstatus,,S
18865.singleexemp,***,0
9480.state,rAZ,AZ
5812.state,T,CT
17393.marriedexemp,f0,0
4845.gender,,F
3118.zip,7709,37709
15180.city,BOSLsER,BOSLER
14328.haschild,***,N
17620.city,BOOEN,BOONE
13000.lname,Godhl,Gohl
14490.state,CD,DC
867.gender,,F
7653.haschild,***,Y
18518.marriedexemp,m0,0
6123.rate,0k.0,0.0
16462.marriedexemp,***,0
16986.gender,lF,F
4532.rate,2.371747,2.3717437
16193.phone,7w24-9398,724-9398
1114.areacode,t307,307
12838.lname,Rangaknath,Ranganath
11518.fname,Lenardo,Leonardo
6593.marriedexemp,,0
8178.zip,2618,92618
17901.state,iCO,CO
661.childexemp,250,2250
2116.childexemp,3030,3300
18434.areacode,206,260
16951.childexemp,r0,0
5948.state,AqZ,AZ
19544.lname,Uhoa,Uchoa
10288.state,TC,CT
14941.gender,,F
11615.state,C,DC
16704.state,C,DC
6482.lname,pinney,Spinney
13676.state,CkA,CA
10569.maritalstatus,nS,S
7794.marriedexemp,2p20,220
6705.phone,h928-9940,928-9940
8378.salary,5000,35000
5185.childexemp,***,0
15316.gender,***,F
16743.marriedexemp,270,2740
19660.singleexemp,000,1000
7906.rate,4m.63,4.63
9587.childexemp,,0
17156.gender,,M
7160.lname,Ravagt,Ravat
15687.singleexemp,1000***,1000
9435.city,BRWNSVILLE,BROWNSVILLE
11592.haschild,bN,N
14791.gender,hF,F
16601.rate,.5529042,5.529042
18025.fname,Jaidme,Jaime
10797.singleexemp,0100,1000
7127.maritalstatus,***,S
64.singleexemp,***,0
16786.city,BONNOTS MLL,BONNOTS MILL
12389.state,KfS,KS
19235.singleexemp,13l70,1370
7986.maritalstatus,***,M
10282.rate,00.,0.0
7942.maritalstatus,***,M
13899.maritalstatus,***,M
19351.zip,0156,1056
19753.marriedexemp,4020,4200
19250.haschild,***,Y
9579.fname,Mrijke,Marijke
4098.salary,54000,45000
3896.zip,9156,39156
17202.fname,Mrya,Myra
9332.city,WINNEMUCCuA,WINNEMUCCA
18335.rate,.7,3.7
10609.marriedexemp,900,9000
2219.singleexemp,,0
15348.state,OC,CO
13287.childexemp,1050,1500
1069.singleexemp,000,1000
7071.singleexemp,h0,0
14026.fname,Marlexen,Marleen
11316.rate,6.2936393,6.9236393
13519.zip,c16822,16822
8096.marriedexemp,7240,2740
15347.maritalstatus,***,M
1799.fname,Sabirna,Sabrina
13477.areacode,85,785
13444.marriedexemp,2k740,2740
17095.city,BRATTLEBsORO,BRATTLEBORO
848.city,jEL SOBRANTE,EL SOBRANTE
15170.phone,600-5d116,600-5116
10630.maritalstatus,***,S
19005.city,STEELECITY,STEELE CITY
1232.haschild,***,N
16655.childexemp,,0
17043.gender,gF,F
8030.childexemp,***,0
18563.singleexemp,***,0
10255.areacode,235,253
14774.salary,10000***,10000
17628.singleexemp,e0,0
17033.marriedexemp,4m500,4500
4711.state,KcS,KS
17756.fname,Rudoplh,Rudolph
15180.gender,,F
12375.phone,26-45780,264-5780
7362.gender,,M
10057.rate,00.,0.0
382.fname,rvola,Arvola
7085.marriedexemp,2c000,2000
4415.salary,1000,10000
2800.fname,ama,Jama
12418.maritalstatus,***,S
5617.childexemp,,0
2501.city,EKLY,EAKLY
17682.marriedexemp,***,0
19978.marriedexemp,200,2600
15069.singleexemp,,0
5874.state,gTX,TX
2395.state,C,DC
2628.city,TUTWIELR,TUTWILER
13091.state,A,LA
15647.gender,***,F
10260.state,C,DC
18760.gender,,F
3117.zip,1971,19701
8604.marriedexemp,n0,0
14696.city,BLUE SRINGS,BLUE SPRINGS
13050.gender,***,M
1864.childexemp,x0,0
18281.childexemp,***,0
3506.city,CASCDAE,CASCADE
12338.rate,2.7990172,2.7990127
13377.areacode,749,479
17875.state,KuS,KS
2173.haschild,,N
4397.childexemp,k0,0
11028.city,FISHEqRS LANDING,FISHERS LANDING
3401.gender,eF,F
9684.city,OMAAH,OMAHA
8867.city,CTAANO,CATANO
14795.state,A,CA
17783.lname,apastamatiou,Papastamatiou
8851.marriedexemp,***,0
7609.lname,iCotti,Ciotti
12919.marriedexemp,22d0,220
6882.zip,l97913,97913
640.marriedexemp,,0
5925.childexemp,30d00,3000
19096.singleexemp,280,2850
7316.marriedexemp,***,0
2829.haschild,xN,N
19841.childexemp,c0,0
16933.marriedexemp,300,3000
16563.zip,2022,20232
5361.maritalstatus,***,M
307.fname,Prithvisraj,Prithviraj
10224.haschild,,Y
17956.lname,Schmittcgen,Schmittgen
13814.singleexemp,375,3575
9653.rate,5.68643,5.685643
10003.childexemp,,0
8542.state,uDC,DC
12539.singleexemp,3300***,3300
19182.zip,3272,83272
19464.childexemp,p0,0
8158.areacode,901,910
19916.maritalstatus,***,M
9563.areacode,742,724
4769.city,CObRDOVA,CORDOVA
19924.city,SABAN GRANDE,SABANA GRANDE
3210.state,WtA,WA
16782.marriedexemp,04,40
16112.childexemp,x0,0
18128.gender,,F
4649.haschild,vY,Y
17821.marriedexemp,s4200,4200
14921.haschild,kN,N
12881.city,BRIANHEAD,BRIAN HEAD
9528.gender,,F
16097.childexemp,n0,0
5758.rate,.50,5.0
5123.areacode,39,339
17578.marriedexemp,0,40
17974.gender,***,F
17271.areacode,04,304
10801.childexemp,***,0
6644.phone,693-550,693-5510
2809.childexemp,***,0
9856.singleexemp,000,1000
17072.state,T,MT
18006.singleexemp,o0,0
12060.zip,8073r2,80732
1057.childexemp,0140,1040
8296.lname,Kaxul,Kaul
14858.childexemp,o0,0
18514.phone,720-269,720-2569
11135.city,LANOdKA HARBOR,LANOKA HARBOR
16190.fname,Matqk,Matk
13527.rate,.4359146,4.359146
4539.state,D,ND
8440.state,CD,DC
12342.marriedexemp,38w00,3800
8094.city,BRUSbH,BRUSH
2476.lname,Lnatz,Lantz
5039.state,ZA,AZ
6996.singleexemp,a0,0
3400.lname,Krveeld,Kreveld
2820.haschild,,Y
9098.marriedexemp,4200***,4200
19333.marriedexemp,0,40
2989.maritalstatus,,M
15853.city,BOULDE CITY,BOULDER CITY
16432.rate,6.1w83918,6.183918
1346.city,KANSAS CIYT,KANSAS CITY
15389.gender,***,F
15134.rate,.161439,2.161439
9592.marriedexemp,2450,24500
17709.singleexemp,2070,2700
6730.lname,tViveros,Viveros
16260.state,C,DC
16855.gender,***,M
1438.fname,Mitsuhsia,Mitsuhisa
14194.salary,9000,90000
16541.childexemp,,0
10294.fname,uquan,Luquan
2367.gender,***,M
19078.gender,***,F
11171.marriedexemp,1f800,1800
12946.state,oDC,DC
7410.childexemp,***,0
3789.areacode,62,612
6885.gender,,M
5150.gender,,M
16494.city,ULLHEAD,BULLHEAD
11568.childexemp,***,0
13239.city,BIOSE,BOISE
7538.gender,***,M
10827.gender,***,F
12588.state,lDC,DC
9072.rate,6.r0,6.0
15686.city,BROWNTSOWN,BROWNSTOWN
17412.singleexemp,,0
8187.childexemp,***,0
16553.haschild,,N
15968.haschild,qY,Y
4276.rate,69.,6.9
9628.zip,129c36,12936
5297.areacode,33c6,336
9694.zip,3313,33313
19349.lname,Slack,Sulack
17526.phone,32f7-8488,327-8488
14407.phone,421-2634,421-6234
19866.singleexemp,***,0
1499.state,vDC,DC
13967.phone,784d-3696,784-3696
2452.marriedexemp,l0,0
15150.haschild,***,Y
17020.areacode,40n1,401
7281.rate,37.014668,3.7014668
14383.salary,2w0000,20000
13757.haschild,xY,Y
11379.marriedexemp,q0,0
16436.gender,jF,F
9019.fname,Rajeve,Rajeev
7054.salary,8000,80000
10739.haschild,***,N
10229.phone,998-663c2,998-6632
19226.gender,***,F
998.fname,Stelnlan,Stellan
313.childexemp,c0,0
15861.childexemp,b0,0
9670.phone,722-9k877,722-9877
1781.zip,2978,12978
8826.fname,Hngshiung,Hungshiung
17431.marriedexemp,***,0
14205.childexemp,,0
7566.phone,119-939,119-9439
11903.singleexemp,e0,0
13175.singleexemp,g0,0
15391.zip,766,5766
18308.childexemp,i0,0
7302.gender,,F
18202.lname,Zulilghoven,Zullighoven
9103.marriedexemp,22e0,220
7253.childexemp,***,0
12516.lname,rGams,Grams
17693.haschild,eY,Y
8195.fname,Opmar,Omar
3150.gender,jF,F
3156.singleexemp,090,900
15473.childexemp,,0
4878.salary,95000***,95000
15810.gender,***,F
6891.salary,5000,50000
12504.singleexemp,g0,0
8790.marriedexemp,380,3800
3327.city,hBUHL,BUHL
16202.singleexemp,10w3,103
19176.marriedexemp,202,220
5223.maritalstatus,lM,M
6681.state,L,IL
13118.areacode,l754,754
11695.areacode,02,302
17715.maritalstatus,,S
1337.childexemp,3300***,3300
1797.zip,2u858,2858
18061.singleexemp,140,1040
14679.gender,,F
2745.marriedexemp,0400,4000
5002.state,TC,CT
4750.zip,9196,91496
17058.state,dDC,DC
18446.gender,***,F
10434.haschild,qY,Y
6269.salary,80000***,80000
4006.state,CD,DC
4468.haschild,,Y
8716.marriedexemp,6600***,6600
16157.lname,Amlnai,Amlani
12378.marriedexemp,40d00,4000
5337.marriedexemp,27y40,2740
14603.gender,cF,F
5901.city,NOaRTHPORT,NORTHPORT
3922.singleexemp,***,0
1903.state,CoO,CO
11331.salary,10000,100000
5380.rate,3l.36759,3.36759
17971.lname,Ramask,Ramsak
1087.fname,Sanverio,Saverio
1766.areacode,261,216
13469.salary,70000***,70000
4324.state,oCO,CO
18298.state,AhZ,AZ
15806.areacode,20z3,203
13687.childexemp,***,0
46.singleexemp,,0
10666.city,DAAMSCUS,DAMASCUS
7510.rate,2.9p14935,2.914935
6504.state,CD,DC
11868.marriedexemp,40h00,4000
2577.gender,,M
7327.gender,,F
11886.singleexemp,1y000,1000
8507.gender,***,M
15005.salary,1000,10000
16691.singleexemp,,0
5750.phone,70-35681,703-5681
8341.city,PITTFIELD,PITTSFIELD
9662.maritalstatus,nS,S
10509.singleexemp,000,1000
9939.rate,8.52,8.25
1947.childexemp,,0
6526.haschild,yN,N
434.childexemp,10x00,1000
3678.gender,rF,F
6720.areacode,l225,225
8502.singleexemp,***,0
16116.phone,6591-087,659-1087
8745.gender,kF,F
12425.childexemp,00,900
2667.phone,960-3648,960-3684
11169.gender,***,M
1446.rate,4.6v3,4.63
7405.state,C,DC
13562.childexemp,,0
13296.fname,Ahsna,Ahsan
7454.phone,985-473k2,985-4732
637.state,FfL,FL
13578.gender,oF,F
12976.childexemp,,0
19615.marriedexemp,04,40
14974.state,C,DC
5962.marriedexemp,2704,2740
16294.haschild,,N
1060.lname,Streibnu,Streinu
10805.state,TC,CT
3396.childexemp,***,0
18964.childexemp,***,0
1739.singleexemp,19,159
19272.state,yAZ,AZ
8471.maritalstatus,fM,M
2058.rate,53.,5.3
17103.phone,321-1861,231-1861
7086.haschild,nY,Y
10405.lname,Alpuenet,Alpuente
9182.gender,***,M
5504.gender,***,F
1162.state,CrA,CA
9033.singleexemp,,0
5601.city,LhYNN,LYNN
