155701.fname,Shireli,Shirlei
149688.phone,591-6297,591-6279
120948.zip,331,3431
80934.zip,0001,70001
41207.state,KA,AK
26820.state,J,NJ
111905.zip,7370,97370
99261.singleexemp,c0,0
125150.gender,***,M
185011.city,ALBQUERQUE,ALBUQUERQUE
86390.city,ALBUQUEQUE,ALBUQUERQUE
22687.singleexemp,g0,0
45986.state,JN,NJ
176511.zip,3184,31084
115943.areacode,06,406
173381.state,kAK,AK
122277.state,AzK,AK
20829.rate,u6.5,6.5
142413.city,TENNESSEE COLONY***,TENNESSEE COLONY
114239.phone,8o67-3357,867-3357
149051.haschild,,Y
7382.gender,,F
154181.city,ALUBQUERQUE,ALBUQUERQUE
77635.singleexemp,59,159
103793.marriedexemp,***,0
67041.gender,dF,F
188909.city,EAS BEND,EAST BEND
71500.marriedexemp,,0
184156.salary,0000,10000
61237.childexemp,u0,0
1422.gender,***,F
15940.phone,35-3633,735-3633
159889.childexemp,***,0
179480.state,KA,AK
88251.maritalstatus,mS,S
160225.zip,521,1521
109398.haschild,,Y
119608.singleexemp,,0
26336.fname,Chaoyindg,Chaoying
154083.city,ALBQUUERQUE,ALBUQUERQUE
62483.city,ABUQUERQUE,ALBUQUERQUE
154644.city,BONNYnMAN,BONNYMAN
91535.childexemp,***,0
145964.marriedexemp,245u00,24500
138199.lname,Doornbos***,Doornbos
97207.phone,510-7400,510-4700
140227.singleexemp,,0
691.gender,***,F
148189.salary,3y5000,35000
160377.state,JN,NJ
125282.singleexemp,p0,0
158993.lname,Devvine,Devine
151354.city,ASN JUAN,SAN JUAN
126639.maritalstatus,,M
121650.singleexemp,900***,900
21667.marriedexemp,,0
39283.phone,50-1863,500-1863
6555.areacode,12,612
48196.gender,kM,M
97455.areacode,3x16,316
45925.childexemp,q0,0
98265.singleexemp,r0,0
484.gender,sF,F
137395.city,AzLEXANDER,ALEXANDER
536.gender,***,F
119689.haschild,***,Y
197535.singleexemp,,0
74571.phone,52-3114,532-3114
20693.singleexemp,o0,0
759.gender,iF,F
16024.childexemp,***,0
193.singleexemp,h0,0
163448.childexemp,***,0
4531.childexemp,q0,0
104194.rate,.75,4.75
1309.gender,aF,F
3901.maritalstatus,,M
155369.gender,,F
41727.childexemp,***,0
177663.childexemp,***,0
106058.areacode,550,505
106086.lname,bRecce,Recce
17259.phone,663-940,663-9450
160712.marriedexemp,,0
53302.state,K,AK
133096.state,AxK,AK
11906.marriedexemp,400,4000
119507.maritalstatus,,S
185972.haschild,nN,N
183995.fname,iebe,Wiebe
77972.haschild,***,N
83654.childexemp,e0,0
124356.childexemp,n900,900
133378.gender,,F
151061.haschild,,Y
66851.gender,,M
3168.zip,6837,68437
682.gender,,F
54755.state,KA,AK
5493.phone,47-1087,487-1087
92113.childexemp,j0,0
108577.zip,0211,20211
91411.marriedexemp,***,0
107474.marriedexemp,***,0
126639.state,nNJ,NJ
75662.rate,u4.330183,4.330183
33259.fname,Darren***,Darren
158103.state,NT,TN
2249.childexemp,,0
78575.childexemp,,0
125472.gender,,M
109729.singleexemp,,0
198287.city,EATTLE,SEATTLE
292.zip,3051,30531
26551.maritalstatus,cM,M
74675.fname,Jnaa,Jana
62553.singleexemp,,0
107796.salary,04000,40000
86651.fname,Katrzyna,Katarzyna
93184.singleexemp,,0
4335.lname,vMiddelburg,Middelburg
148202.state,J,NJ
135166.city,ALBUQUERUQE,ALBUQUERQUE
61988.city,ALUBQUERQUE,ALBUQUERQUE
119306.rate,6n.0,6.0
152911.singleexemp,,0
68811.salary,90000***,90000
192451.state,qNJ,NJ
168778.state,JN,NJ
156836.marriedexemp,,0
198403.phone,96-14940,961-4940
191509.singleexemp,,0
79554.gender,,M
1298.gender,,F
24210.gender,***,F
99439.zip,6803,8603
193068.marriedexemp,c0,0
164329.marriedexemp,l0,0
151646.state,JN,NJ
183436.childexemp,***,0
178469.state,KA,AK
1205.gender,rF,F
129220.city,mPALMER,PALMER
131426.phone,6r38-9841,638-9841
131987.city,ALBUQUERUE,ALBUQUERQUE
91233.childexemp,,0
161176.city,BELLEM INA,BELLE MINA
58724.fname,Guthmer,Guther
51872.rate,3.70,3.07
1391.gender,***,F
120365.singleexemp,***,0
24507.areacode,663,636
193076.fname,Yorma,Yoram
79830.childexemp,,0
148342.childexemp,,0
170549.state,AbK,AK
72800.state,JN,NJ
78054.zip,2959y2,29592
94111.singleexemp,x0,0
144044.salary,5000***,5000
131332.marriedexemp,x0,0
84713.childexemp,***,0
90934.maritalstatus,,M
193321.childexemp,***,0
168807.state,iAK,AK
38007.singleexemp,e1370,1370
124121.rate,65.,6.5
159173.city,WASHINGON,WASHINGTON
10464.city,NORTH CONWYA,NORTH CONWAY
20647.areacode,60i5,605
57829.state,mAK,AK
15761.childexemp,***,0
169084.phone,6851-155,685-1155
104466.salary,80000***,80000
60125.childexemp,***,0
77980.lname,Fesat,Feast
186137.childexemp,,0
191931.state,AfK,AK
1424.gender,***,F
116858.marriedexemp,e0,0
134319.childexemp,m0,0
111827.city,WINoSLOW,WINSLOW
191368.marriedexemp,***,0
43830.state,AkK,AK
72319.state,JN,NJ
176456.city,ALBUQUERUQE,ALBUQUERQUE
179103.singleexemp,***,0
118718.marriedexemp,y0,0
12309.marriedexemp,,0
87525.fname,ayo,Kayo
7332.lname,aSweldens,Sweldens
183821.maritalstatus,,S
120467.lname,Linejhan,Linehan
145099.state,IW,WI
126554.state,wNJ,NJ
50995.childexemp,b0,0
5858.fname,llyson,Allyson
185030.marriedexemp,m0,0
196673.zip,30y305,30305
87668.singleexemp,250,2850
1042.gender,,F
10344.state,HO,OH
33811.state,sNJ,NJ
154854.childexemp,r0,0
149154.marriedexemp,k0,0
138320.zip,2a0850,20850
109589.city,RAMINTO,ARMINTO
161856.singleexemp,***,0
148565.singleexemp,***,0
42382.city,ALUBQUERQUE,ALBUQUERQUE
121804.marriedexemp,r0,0
46077.singleexemp,***,0
66999.maritalstatus,iS,S
172691.city,WOOD CROSS,WOODS CROSS
67844.areacode,q406,406
121721.marriedexemp,***,0
72217.haschild,uN,N
116008.salary,5000,50000
84675.rate,.0,9.0
171921.singleexemp,100,1000
127729.areacode,76,786
15781.rate,.9,3.9
138410.marriedexemp,d0,0
26969.maritalstatus,dM,M
29628.phone,499-0988,499-9088
113940.gender,fF,F
107440.singleexemp,***,0
75470.areacode,40,240
149781.salary,10000,100000
141150.zip,28393,28339
183386.city,ALBUQERQUE,ALBUQUERQUE
153801.marriedexemp,f0,0
49077.fname,ranziska,Franziska
114540.childexemp,b0,0
650.childexemp,1900***,1900
16255.city,ROSfCOE,ROSCOE
188159.marriedexemp,***,0
155728.city,dGUANICA,GUANICA
43060.marriedexemp,,0
102063.childexemp,2000***,2000
193868.lname,Austring,Austing
192485.state,K,AK
162128.phone,8y39-5765,839-5765
63710.city,ALBUUQERQUE,ALBUQUERQUE
631.gender,gF,F
168977.haschild,sN,N
91910.singleexemp,d0,0
164187.city,ALBUQUREQUE,ALBUQUERQUE
105999.marriedexemp,,0
38194.haschild,yN,N
3845.marriedexemp,660,6600
198396.haschild,,N
46571.rate,p6.0,6.0
192270.areacode,01,401
114588.phone,727-98d22,727-9822
51049.gender,kM,M
46900.state,AM,MA
82164.maritalstatus,tM,M
61124.haschild,,N
102256.state,V,WV
151706.fname,ergui,Sergui
133661.city,HICKRY FLAT,HICKORY FLAT
183580.lname,Codneie,Codenie
112485.maritalstatus,,S
153410.state,pAK,AK
34456.city,ALCALiDE,ALCALDE
40163.areacode,3w60,360
2705.state,mDC,DC
103970.lname,McKseague,McKeague
190816.childexemp,p0,0
81139.state,JN,NJ
20894.lname,Bgiss,Biss
101018.salary,7500,75000
100581.maritalstatus,hM,M
124113.phone,901-780,901-7820
90984.maritalstatus,***,S
187909.marriedexemp,,0
143570.childexemp,,0
53100.fname,Gerh,Gerth
147234.city,CLAER,CLEAR
197556.salary,500,5000
56032.state,AI,IA
182054.salary,5000,55000
137981.salary,7c0000,70000
118804.maritalstatus,***,S
92902.state,AmK,AK
26212.childexemp,m0,0
1263.state,CD,DC
35495.zip,2494y4,24944
9343.lname,Missiai,Missinai
69249.zip,204r41,20441
49949.lname,Escribva,Escriba
145552.maritalstatus,***,S
168321.salary,50v00,5000
84361.lname,irmakessis,Sirmakessis
164670.haschild,,Y
160917.zip,53773,57373
29587.zip,5473,57473
121143.childexemp,200,2400
140762.city,ALBUQEURQUE,ALBUQUERQUE
176463.childexemp,s0,0
69630.state,wAK,AK
37160.phone,6035-119,603-5119
41616.zip,2262,28262
169546.phone,f988-4416,988-4416
148738.childexemp,,0
693.gender,***,F
9111.phone,774-4j586,774-4586
20564.haschild,cN,N
29330.state,AaK,AK
1315.gender,uF,F
10431.marriedexemp,z0,0
31828.city,ALeBUQUERQUE,ALBUQUERQUE
182316.salary,40000***,40000
38603.childexemp,t0,0
35535.singleexemp,m0,0
189722.haschild,wY,Y
79023.salary,950t00,95000
124157.rate,u4.63,4.63
117190.state,AaZ,AZ
172200.haschild,,Y
68186.areacode,547,574
151338.state,YK,KY
191497.fname,Yngquan,Yingquan
115194.haschild,jY,Y
21628.gender,***,F
80286.singleexemp,,0
1386.gender,xF,F
180493.childexemp,000,2000
1039.gender,***,F
35113.gender,***,F
192816.zip,3561d1,35611
197251.maritalstatus,,S
129459.maritalstatus,,M
62358.gender,,M
117164.state,KA,AK
68671.marriedexemp,***,0
197305.salary,0000,40000
155859.singleexemp,150y0,1500
92764.gender,,M
745.gender,mF,F
1392.gender,***,F
194337.marriedexemp,l0,0
39155.gender,iF,F
78851.rate,0.r0,0.0
85580.zip,294q50,29450
100252.zip,19936,19963
36515.areacode,15,215
146419.state,jGA,GA
117421.lname,aElkadi,Elkadi
106962.singleexemp,f0,0
63556.city,ABUQUERQUE,ALBUQUERQUE
170058.singleexemp,***,0
134376.haschild,***,N
81749.state,S,MS
133570.city,ALDERvSON,ALDERSON
97945.phone,34v3-8457,343-8457
123844.marriedexemp,,0
174678.marriedexemp,k0,0
5182.rate,4.57,4.75
139799.maritalstatus,,M
112659.phone,619-2222,691-2222
56871.childexemp,a400,400
189721.gender,,F
80336.salary,5500,55000
135040.childexemp,,0
1199.gender,,F
52574.marriedexemp,d0,0
91474.zip,434z4,4344
117953.marriedexemp,17c4,174
43258.zip,3d0527,30527
7391.maritalstatus,,S
192056.childexemp,13t00,1300
179849.fname,Vincnt,Vincent
32644.phone,39-9499,396-9499
164791.city,HARIN,HARDIN
85612.singleexemp,,0
172191.maritalstatus,***,S
108406.gender,***,M
45554.city,ABLUQUERQUE,ALBUQUERQUE
180995.city,BUTLR,BUTLER
76622.haschild,aN,N
2334.areacode,47,417
182266.salary,b100000,100000
97419.gender,wM,M
122382.childexemp,,0
32410.areacode,265,256
36536.haschild,wY,Y
23226.childexemp,q0,0
1119.gender,,F
167929.childexemp,***,0
160042.rate,68.4,6.84
37774.state,CD,DC
170500.singleexemp,k0,0
111738.city,CHUrLA,CHULA
191274.areacode,e870,870
1023.gender,***,F
128646.gender,***,M
36990.state,K,AK
51338.maritalstatus,,S
197805.salary,j75000,75000
90394.gender,,F
106223.state,A,GA
20702.fname,onggi,Bonggi
54513.city,WAYNjE,WAYNE
30913.maritalstatus,***,S
144822.marriedexemp,,0
68999.childexemp,n0,0
69868.gender,***,M
140225.gender,,F
180272.gender,,M
13324.state,AP,PA
146456.city,lALBURGH,ALBURGH
178231.rate,4.895945,4.8951945
63939.salary,20000***,20000
189893.gender,***,M
65151.singleexemp,***,0
159816.state,JN,NJ
107847.phone,471-85u12,471-8512
38139.singleexemp,,0
41323.state,zRI,RI
51983.childexemp,***,0
97150.city,ALBUQUEfRQUE,ALBUQUERQUE
39669.haschild,qN,N
58877.phone,9515-967,951-5967
147407.singleexemp,***,0
91377.marriedexemp,o0,0
161636.zip,7052,70562
11888.fname,Armugam,Arumugam
188819.maritalstatus,fM,M
68463.zip,3014,63014
108675.phone,24-7156,424-7156
164105.rate,00.,0.0
109736.phone,356-120,356-1320
193916.lname,oJsten,Josten
75316.state,JN,NJ
180341.haschild,,N
154944.rate,6.a45,6.45
149632.childexemp,240,2400
164442.singleexemp,***,0
1124.gender,,F
151561.rate,93,9.3
137266.rate,0.d0,0.0
37605.city,ADLRICH,ALDRICH
27181.singleexemp,c0,0
1316.gender,***,F
12146.lname,Naktaani,Nakatani
441.gender,***,F
172272.lname,ahboob,Mahboob
53097.state,AsK,AK
85476.singleexemp,3300***,3300
86872.zip,89064,98064
66897.gender,,M
64017.city,MNETOR,MENTOR
183704.city,GRAVES IMLL,GRAVES MILL
23860.state,A,CA
177693.gender,***,F
126478.zip,14838,18438
52132.gender,,F
2353.state,eDC,DC
6502.singleexemp,,0
110621.rate,.0,0.0
104400.phone,41-41030,414-1030
39570.areacode,710,701
188552.singleexemp,1307,1370
143839.marriedexemp,m9000,9000
11706.zip,8907,89077
913.gender,cF,F
163689.marriedexemp,n0,0
140207.lname,Bittn,Bittan
144405.zip,82411***,82411
6396.fname,Amasl,Amal
29225.maritalstatus,,S
126953.lname,Mreel,Merel
102084.state,KA,AK
137095.singleexemp,***,0
26671.fname,Chbel,Chebel
198951.state,I,HI
122798.singleexemp,,0
62973.singleexemp,,0
42842.state,D,ND
20987.phone,90-7585,908-7585
147384.marriedexemp,***,0
10561.rate,.63,4.63
89666.marriedexemp,***,0
198843.salary,02000,20000
43860.lname,Bottne,Botten
67213.state,ApK,AK
47488.fname,ikri,Fikri
128181.childexemp,***,0
164619.state,K,AK
92816.state,KA,AK
113037.gender,tM,M
97907.marriedexemp,h1800,1800
34839.haschild,,N
171517.state,M,NM
70287.maritalstatus,uS,S
190296.maritalstatus,,M
72379.city,ALBQUUERQUE,ALBUQUERQUE
29874.haschild,***,Y
32441.city,ALUQUERQUE,ALBUQUERQUE
151543.fname,Serean,Serena
2426.salary,1x0000,10000
1031.gender,,F
51819.city,CRAWFODR,CRAWFORD
173343.lname,Radmeakers,Rademakers
66228.fname,Hdiyan,Hiyan
35865.childexemp,l0,0
150406.childexemp,t0,0
94275.childexemp,***,0
177380.city,ALBUQURQUE,ALBUQUERQUE
115302.childexemp,,0
3170.state,C,DC
850.gender,,F
162715.state,AaK,AK
180801.rate,6i.0,6.0
37245.salary,0000,40000
71907.city,DALAS,DALLAS
143015.salary,5000,75000
175004.marriedexemp,***,0
97611.marriedexemp,140,1400
99247.zip,32d912,32912
41458.singleexemp,,0
127533.rate,.0,0.0
156413.city,ALBUQEURQUE,ALBUQUERQUE
155012.childexemp,w0,0
122821.childexemp,***,0
139654.marriedexemp,2450,24500
29261.singleexemp,a0,0
139965.singleexemp,***,0
196935.city,ALEXANEDR,ALEXANDER
108700.salary,4z5000,45000
31339.phone,4185-516,418-5516
175106.gender,,F
52990.singleexemp,m0,0
17788.childexemp,,0
155713.state,kNJ,NJ
143488.haschild,,N
12245.childexemp,***,0
104690.marriedexemp,w0,0
138593.areacode,77v5,775
59271.singleexemp,02,20
69424.zip,1052,61052
60482.phone,385-1548,385-5148
687.gender,jF,F
86913.phone,35-2319,359-2319
191320.maritalstatus,***,M
180748.rate,.575788,5.575788
154223.city,SALINSA,SALINAS
88537.childexemp,,0
56372.fname,Gaziella,Graziella
145330.areacode,306,360
181270.rate,.00,0.0
1428.gender,,F
110201.marriedexemp,,0
169196.zip,4a978,4978
169334.state,JN,NJ
12645.city,HaAVANA,HAVANA
26412.childexemp,***,0
187472.state,NxJ,NJ
1158.gender,dF,F
111718.state,uNJ,NJ
113328.maritalstatus,gS,S
110833.haschild,sY,Y
139148.zip,6283,66283
15426.state,J,NJ
50422.marriedexemp,,0
90293.state,SK,KS
35542.rate,5.5,5.75
73666.state,L,FL
155868.lname,O'Boyle,O''Boyle
1317.gender,,F
194472.maritalstatus,pM,M
2203.marriedexemp,570a0,5700
199477.singleexemp,***,0
185806.singleexemp,***,0
1330.gender,***,F
79590.marriedexemp,2008,2080
42834.salary,2500,25000
98948.state,NzJ,NJ
75078.areacode,5a03,503
191768.fname,iwei,Yiwei
152542.gender,iM,M
74540.phone,666-989,666-9689
94423.salary,56000,65000
45630.areacode,186,816
773.state,CD,DC
131650.city,EWES,LEWES
1390.gender,***,F
21985.salary,3i0000,30000
59160.state,oNJ,NJ
17067.city,ASHINGTON,WASHINGTON
148535.salary,2000z0,20000
6517.zip,2s0811,20811
101331.lname,Carrroll,Carroll
128990.childexemp,t0,0
14332.zip,664q01,66401
110505.fname,Mattiais,Mattias
171989.lname,Okaaki,Okazaki
139655.lname,Cananne,Cannane
129657.lname,Constantineua,Constantineau
112549.lname,Boesxe,Boese
124979.marriedexemp,,0
100246.state,NcJ,NJ
166058.phone,833-7333,383-7333
1027.gender,***,F
42161.lname,Tri,Tari
162827.phone,336-9029,336-9092
81087.city,MfAXATAWNY,MAXATAWNY
64964.state,NM,MN
55313.childexemp,c0,0
130963.rate,3.909705,3.9097095
71278.marriedexemp,***,0
72491.childexemp,,0
162299.state,KA,AK
185305.state,L,IL
170519.salary,500y0,5000
64863.childexemp,,0
95396.state,AV,VA
58937.marriedexemp,,0
20880.state,K,AK
83439.state,xAK,AK
115525.fname,Miroslrawa,Miroslawa
18907.gender,***,M
198849.state,JN,NJ
130551.salary,500,5000
137925.city,ALUBQUERQUE,ALBUQUERQUE
182538.rate,.5,3.5
75858.haschild,,Y
645.gender,xF,F
195188.state,J,NJ
30487.areacode,52,952
161459.singleexemp,d0,0
112569.lname,Dide,Diede
170063.marriedexemp,,0
17414.rate,7.3486483,7.3486843
121247.city,MEADOW CREEdK,MEADOW CREEK
110451.city,ALBUQUERQEU,ALBUQUERQUE
89966.areacode,260,206
154550.fname,Shigalng,Shigang
68730.maritalstatus,***,M
1020.gender,,F
7235.state,L,AL
81291.gender,wF,F
22284.maritalstatus,,S
74725.singleexemp,,0
98946.city,PRDUENCE ISLAND,PRUDENCE ISLAND
44014.maritalstatus,,M
187137.childexemp,o0,0
1213.gender,,F
79102.gender,***,M
138910.marriedexemp,***,0
141375.state,NqD,ND
196288.singleexemp,***,0
42862.marriedexemp,,0
191979.maritalstatus,***,S
74687.marriedexemp,y0,0
7394.state,tNJ,NJ
15675.gender,bF,F
74162.fname,Jajieet,Jaijeet
100698.rate,.0,7.0
164511.fname,unondo,Sunondo
61272.childexemp,***,0
69119.zip,29358,29385
151173.city,AeLBUQUERQUE,ALBUQUERQUE
167578.state,C,NC
151879.maritalstatus,,M
61403.state,E,ME
11804.state,TC,CT
181381.phone,488-750,488-7570
91362.city,ALXE,ALEX
102939.state,A,IA
47576.gender,,M
106344.city,BSON,BISON
135690.singleexemp,z0,0
130194.phone,973q-4794,973-4794
122341.haschild,***,N
143736.fname,uRondall,Rondall
39629.gender,,M
150071.marriedexemp,***,0
52694.state,AnK,AK
44804.rate,645,6.45
146117.lname,fe,Efe
734.gender,,F
113265.salary,50000***,50000
177311.areacode,w406,406
194482.marriedexemp,,0
98440.zip,68c072,68072
97244.city,FLTON,FULTON
46155.marriedexemp,38a00,3800
197944.city,CHmATOM,CHATOM
188216.areacode,065,605
90441.gender,,F
124018.rate,.34,3.4
153169.singleexemp,v0,0
47186.state,JN,NJ
109412.singleexemp,m0,0
151721.marriedexemp,***,0
13996.city,LANCSATER,LANCASTER
21343.marriedexemp,3080,3800
186578.rate,0.q0,0.0
167357.gender,***,M
55612.lname,Docuet,Doucet
93965.city,yHARTFORD,HARTFORD
1219.gender,yF,F
109362.haschild,***,N
183593.haschild,pN,N
156121.haschild,lY,Y
137978.city,AqLBUQUERQUE,ALBUQUERQUE
166108.childexemp,***,0
87679.city,ABUQUERQUE,ALBUQUERQUE
1141.gender,***,F
1870.state,CD,DC
43223.fname,Exrach,Erach
96737.rate,.21,2.1
2480.state,CD,DC
74274.haschild,,Y
18144.phone,103-4051,103-4015
154019.state,KA,AK
31233.zip,62615,26615
81733.state,J,NJ
552.gender,,F
102086.childexemp,2205,2250
130130.haschild,zN,N
133572.salary,1w0000,10000
1117.gender,yF,F
93459.state,A,IA
147171.singleexemp,p0,0
196361.areacode,166,616
483.gender,***,F
148562.singleexemp,,0
158792.marriedexemp,,0
72876.salary,2500,25000
75200.phone,381-2735,831-2735
77427.state,NhV,NV
146083.zip,7353q8,73538
105134.city,BOUNTIFLU,BOUNTIFUL
137275.marriedexemp,,0
49112.singleexemp,***,0
78644.singleexemp,,0
21454.state,R,PR
99493.childexemp,p0,0
142528.rate,8.5,8.25
34208.fname,fDeene,Deene
146708.zip,1180,41180
85125.state,AuK,AK
193932.state,CN,NC
189991.gender,,M
52026.maritalstatus,dM,M
68990.city,ALBUUERQUE,ALBUQUERQUE
107124.salary,5000,35000
78470.phone,276-1173***,276-1173
5901.fname,Aplmira,Almira
141791.marriedexemp,,0
23090.state,NsJ,NJ
31971.phone,228-3033***,228-3033
111010.singleexemp,,0
104618.lname,Cadrro,Carro
162964.marriedexemp,,0
199702.maritalstatus,,M
129686.fname,lParaic,Paraic
165878.marriedexemp,a0,0
178945.fname,Verfonik,Veronik
120698.fname,amio,Namio
184703.state,JN,NJ
923.gender,***,F
39148.phone,a483-2788,483-2788
39961.city,ALBUQEURQUE,ALBUQUERQUE
2211.city,VALENkTINE,VALENTINE
178080.state,eNJ,NJ
6942.salary,5000,50000
194155.marriedexemp,4i950,4950
185771.childexemp,,0
16765.maritalstatus,,M
143580.marriedexemp,b6600,6600
62182.childexemp,***,0
57194.lname,Ynagi,Yagi
112143.childexemp,i0,0
88295.gender,,F
12753.city,MADIOSN,MADISON
38523.fname,aDrew,Drew
144007.city,ACOLU,ALCOLU
24419.state,K,AK
81066.salary,0000,90000
19225.areacode,80c1,801
176213.zip,26352,26325
69846.phone,513-492,513-4492
8270.state,J,NJ
122972.childexemp,r0,0
61266.rate,3.724998,3.7224998
121837.haschild,,N
193255.gender,***,M
113689.salary,d10000,10000
185842.singleexemp,***,0
135053.marriedexemp,,0
10884.phone,997-i4411,997-4411
37623.rate,00.,0.0
123064.haschild,,N
145342.childexemp,***,0
16588.lname,Breetta,Beretta
38502.city,LEXANDER,ALEXANDER
129014.singleexemp,900,1900
175864.singleexemp,***,0
178673.state,AaK,AK
28575.state,IH,HI
114879.singleexemp,0,20
48599.lname,aporal,Caporal
165162.state,oAK,AK
123281.marriedexemp,g0,0
76419.state,K,AK
181722.singleexemp,u0,0
113709.fname,Mhialis,Mihalis
96423.city,STONEY OFRK,STONEY FORK
27991.lname,Erwidg,Erwig
190140.city,HARDBURYL,HARDBURLY
102934.lname,oray,Coray
164106.rate,5.p7222223,5.7222223
139319.singleexemp,,0
101999.fname,Luac,Luca
2277.maritalstatus,,M
117599.zip,21580,21850
30197.childexemp,j0,0
182435.maritalstatus,***,M
173202.state,JN,NJ
161678.city,AfLBUQUERQUE,ALBUQUERQUE
169794.lname,Laquda,Laqua
169310.state,KA,AK
127958.gender,***,F
158297.marriedexemp,***,0
112179.salary,7000a0,70000
104784.city,WILLIAMSPRT,WILLIAMSPORT
193070.city,ALBUQUERQE,ALBUQUERQUE
55105.salary,b35000,35000
75491.city,ALEKNoAGIK,ALEKNAGIK
111180.rate,.0,9.0
27441.areacode,50f5,505
187265.childexemp,,0
199503.state,K,AK
98117.maritalstatus,pM,M
18294.rate,.25,6.25
69524.rate,.0,0.0
122052.lname,Winsone,Winstone
79272.areacode,02,802
89357.fname,Knemore,Kenmore
139283.singleexemp,g0,0
176632.fname,no,Uno
170637.state,JN,NJ
170966.haschild,***,Y
188318.city,ALBUQUEQRUE,ALBUQUERQUE
169901.areacode,05,605
32854.city,ALBUQUEQRUE,ALBUQUERQUE
98604.rate,0c.0,0.0
154943.areacode,73w4,734
3552.zip,988w44,98844
157782.salary,35p000,35000
96591.state,KA,AK
151198.state,KA,AK
54572.singleexemp,h0,0
189154.city,ALBUQUEQUE,ALBUQUERQUE
116817.singleexemp,h0,0
48967.childexemp,m0,0
151821.lname,Kirihatea,Kirihata
71082.singleexemp,,0
6938.state,JN,NJ
172083.fname,iTnsley,Tinsley
36321.state,NuJ,NJ
81990.lname,Varkre,Varker
61430.lname,Hkonen,Hakonen
91557.maritalstatus,gS,S
124169.haschild,***,N
167418.rate,6.4,6.84
117094.zip,x55377,55377
76715.state,K,AK
158918.city,ALBvUQUERQUE,ALBUQUERQUE
171106.fname,hToshiro,Thoshiro
161365.rate,307,3.07
14332.city,ALmMA,ALMA
43622.state,J,NJ
27697.areacode,51,501
123204.state,KA,AK
74852.state,IyL,IL
184090.fname,Wislaw,Wieslaw
1283.gender,eF,F
149849.state,xOH,OH
152845.childexemp,2400***,2400
22639.state,L,FL
65057.fname,Hig,Hing
131872.marriedexemp,***,0
29906.state,AxK,AK
163909.marriedexemp,,0
168106.fname,Taya,Tanya
162671.phone,900-5024,900-5204
64495.childexemp,h0,0
169200.haschild,***,N
127387.singleexemp,j0,0
